,project_id,project_description,public_interest
673,1470,"Na Vinohradech chybí veřejné sportoviště pro venkovní míčové sporty, a také pro tréninky mládežnických sportovních oddílů. Proto navrhujeme, aby před bývalou ZŠ Bzenecká vzniklo komplexní sportoviště pro MČ Brno-Vinohrady.

 
					Jednou z vinohradských lokalit přímo určených ke sportu, je bývalý atletický ovál před budovou někdejší ZŠ Bzenecká. Po zrušení základní školy se na místě sportoviště vytvořilo malé workoutové hřiště a dva tenisové kurty. Zbytek nyní leží ladem, přitom již v minulosti vznikly plány na její přestavbu a vznik multifunkční sportovní plochy s univerzálním povrchem pro oblíbené sporty – tenis, fotbal, basketbal či volejbal. 

Základem pro vznik nového hřiště bude již existující umělý povrch, na kterém jsou nyní umístěna dvě tenisová hřiště. Navázáním na kurty a jejich prodloužením na délku celého hřiště vznikne komplexní polyfunkční hřiště  s „nalajnovanými“ sekcemi pro tenisové kurty, hřiště pro fotbal, basketbal či volejbal. Stávající workoutové hřiště bude zachováno. Další etapou by mělo být dobudování šaten a původního běžeckého oválu 400m, následovat by mělo i pořízení přetlakové nafukovací haly pro zimní období, přičemž náklady na vznik by byly minimalizovány úpravami, které již byly vytvořeny v minulosti (např. plynová přípojka, drenáže, apod.). 

Princip provozu polyfunkčního hřiště na Bzenecké je jednoduchý. Protože se bude jednat o veřejné sportoviště, přístup na něj bude mít každý, kdo se zapíše na určitý čas v přidruženém on-line systému.

Účelem polyfunkčního hřiště je vytvořit na Vinohradech takové sportovní zázemí, aby došlo k dalšímu zvýšení sportovních aktivit dětí a mládeže, ale i dospělých. Může sloužit nejen veřejnosti, jako hřiště pro místní sportovní oddíly či jako tréninkové zázemí pro vinohradské hasiče a jejich mládežnické oddíly.","Účelem Multifunkčního hřiště Bzenecká je vytvořit na Vinohradech takové sportovní zázemí, aby došlo k dalšímu zvýšení sportovních aktivit dětí a mládeže, ale i dospělých. Může sloužit nejen veřejnosti, stejně tak pro místní sportovní oddíly, kterých je na Vinohradech právě díky absenci sportovišť minimum, pro místní centrum volného času či jako tréninkové zázemí pro vinohradské hasiče a jejich mládežnické oddíly."
674,1471,"Navrhuji zhotovit mluvící dotykovou knihu pro nevidící, která bude pomocí 3D reliéfní techniky a  mluvených komentářů seznamovat nevidící a další zájemce s městem Brnem a jeho význačnými památkami.

 
					Záměrem projektu je pozvat nevidící spoluobčany na virtuální procházku centrem Brna a blíže je seznámit s význačnými památkami, které se zde nacházejí a tím jim zabezpečit pěkný zážitek a nové poznání. Tento projekt přináší možnost, aby mohli poznat město Brno samostatně, bez zprostředkujících informací a to pomocí projektu, který je unikátní a byl by v ČR realizován poprvé.
 Mluvící dotyková kniha je světově unikátní pomůcka pro nevidomé. Jedná se o soubor několika desek s 3D reliéfy, které se dají postupně vytahovat a na které jsou navázány příslušné audiokomentáře.  Poprvé byla realizována na Slovensku, kde seznamuje nevidomé s krásou historického dřevěného kostelíčka svatého Michaela archanděla ve skanzenu ve Staré Lubovni. Tento projekt „Audio Description Over the Borders“ byl vyhlášen  projektem roku 2018 International Visegrad Fund. Mluvící dotykovou knihu mají i v Bratislavě, kde je k dispozici v oddělení pro nevidomé v Mestskej knižnici. S touto knihou pro nevidomé se mohli Brňané seznámit i v Technickém muzeu Brno. 
Mluvící dotyková kniha prostřednictvím 3D reliéfů a mluveného slova postupně provede nevidícího centrem  Brna, seznámí ho s jeho historií a významnými památkami. Kniha by byla k dispozici na místě, které mohou navštívit nevidomí, kteří mají zájem se seznámit s městem Brnem a jeho historií a památkami. Kopii knihy chceme dát k dispozici magistrátu pro prezentaci města Brna v jiných městech a v zahraničí. 
Komentovaná procházka centrem Brna na 3D reliéfu je zajímavá nejen pro nevidomé, ale i pro české a zahraniční turisty, seniory, děti a mládež i samotné Brňany. Komentář bude zpracován tak, aby byl  zajímavý a poutavý. Bude možné jej zvolit v několika světových jazycích a dle možnosti i v hantecu.   
 Město Brno se tak bude moci ve svých materiálech pochlubit tím, že je město, které je vstřícné vůči nevidomým a být tak vzorem i pro jiná města. Mluvící dotyková kniha pro nevidomé o městě Brně by byla první pomůcka svého druhu v České republice.","Město Brno se bude moci prezentovat jako město, které je vstřícné vůči nevidomým a umožňuje jim nezprostředkovaně poznat centrum města a význačné památky. Může tak být vzorem i pro jiná města a instituce. Informační  mluvící dotyková kniha pro nevidomé o městě Brně by byla první pomůcka svého druhu v České republice."
675,1473,"Altán v parku po Špilberkem s otočnými panely, poskytuje posezení i hru. 

 
					Park pod hradem Špilberk je přijemným místem pro trávení času, avšak kromě stávajících laviček v lokalitě není příliš atraktivních ploch pro posezení či výhled. Altán se nachází pod vyhlídkou a pomocí otočných panelů umožňuje regulaci světla či soukromí a současně působí jako herní prvek. Betonová konstrukce je doplněna extenzivní zelenou střechou pro zachycení dešťové vody a skleněným světlíkem pro okulibý pohled z horní výhledové terasy. Zajímavá architektura odrážející genius loci historického parku poskytne útočiště všem, kteří si libují ve výhledech a procházkách,","Parkový altán je určen pro všechny, kteří se rádí procházejí a kochají se výhledy. Umožňuje použití všem věkovým kategoriím, rodiny s dětim se učitě zabaví s otočnými panely a postarší ocení zastínění a posezení."
676,1474,"Rekonstrukce volejbalového hřiště, úprava povrchu workoutového hřiště a jeho rozšíření, vybudování lanového centra pro děti a doplnění herních prvků na dobrodružném hřišti Halda. Medlánky budou v pohybu v každém věku.

 
					U Medláneckého rybníka vedle velkého oploceného hřiště se nachází hřiště pro volejbal. Bohužel je ve špatném stavu a nikdo tam volejbal nehraje. V rámci projektu bychom chtěli zbudovat nový kvalitní povrch odpovídající rozměrům pro volejbal, hřiště by mohlo být využito i pro jiné sporty např. tenis, badminton apod. a bylo by doplněno oplocením. Hřiště se nachází na p.č. 414/4.

Kousek dál je hojně využívané workoutové hřiště. V rámci projektu bychom rádi toto hřiště rozšířili o další posilovací prvky vč. vybudování kvalitnějšího povrchu. Hřiště se nachází na p.č. 414/73.

Nezapomínáme ani na děti a chtěli bychom pro ně vybudovat lanové centrum, nízké lanové překážky vypnuté mezi dřevěnými sloupy, v blízkosti velmi oblíbené Haldy a lanovky.  Dále bychom rozšířili dobrodružné hřiště Haldu o herní prvky.

Chceme, aby byly Medlánky v pohybu v každém věku.

Náklady po dobu tříleté udržitelnosti přislíbila hradit ze svého rozpočtu městská část Brno-Medlánky.

AKTUALIZACE PARO 2023: Z finančních důvodů nebylo možné realizovat lanové centrum a doplnění herních prvků.",Všechna hřiště jsou veřejně přístupná a díky nim si může sportovní pohyb užívat každý v každém věku. Medlánky budou stále v pohybu.
677,1475,"Spojení již existujících cyklostezek na pravém břehu Svratky mezi ulicemi Sokolova a Vomáčkova

 
					1) v úseku centrum-Sokolova je možné se podél řeky Svratky pohybovat po obou březích řeky
2) v úseku Sokolova-Vomáčkova je vedena cyklostezka pouze po levém břehu řeky, a je zde mimořádně zvýšená koncentrace lidí (chodci, cyklisté, bruslaři, maminky s kočárky, ...)
3) výstavbou/pokračováním cyklostezky na pravém břehu by došlo k odlehčení zmíněného úseku, pohodlnějšímu a bezpečnějšímu cestování nejen k nákupním centrům jižně od centra města, ale i při cestování dále na jih
4) již nyní zde existuje vyšlapaná pěšina využívaná především chodci a mtb cyklisty
5) vybudování cyklostezky v těchto místech také ulehčí správu, úklid povodí v této části",bezpečnější/pohodlnější/rychlejší cestování nejen k obchodním centrům jižně od centra města (uvolněním přetížené části cyklostezky na druhém břehu)
678,1476,"Vytvoření přechodu pro chodce a upozornění na ně v nepřehledném místě pod zastávkou Fügnerova.

 
					U zastávky Fügnerova jsou z obou stran schody dolů k podjezdu kde chybí přechod. Nejhorší je to u schodiště ze strany kde se prijíždí z Porgesovi. Schody a současně pohyb lidí tam motoristé neočekávají a po průjezdu podjezdem se může kvůli špatnému výhledu objevit na vozovce chodec. 

Takže pojďme tam dát buď aspoň výstrahu, nebo ideálně udělat bezpečnou zebru. Myslím, že to nikoho neomezí a ve výalesku můžem někomu zachránit zdraví a život.",Bezpečnost pro chodce i motoristy.
679,1477,"Rekultivace malého parku nad Dětskou nemocnicí. Mezi ulicemi Helfertova a Černopolní vznikl trojúhelník neudržované trávy a košů, které nemají žádný hlubší význam.
V černých polích lidé rádi tráví svůj volný čas, tak jim dejme nové místo !

 
					Stávající park má velký potenciál kvůli svému místu. Dnes na něm nalezneme pouze čtyři lavičky a kontejnery na recyklování, z kterých se válí odpad na ulici. Pojďme vytvořit příjemné místo, kde se lidé mohou v klidu sednout pod stromy a odpočívat. 

Podporujme recyklaci, ale ne nevzhlednými barevnými kontejnery. Schovejme je do dřevěného altánu a vytvořme čistší moderní okolí.
Recyklační centrum by mělo funkci, že po obvodě by byli kontejnery na všechny odpady a uvnitř v jádře se mohou odložit staré nepoužívané věci, které by se mohli hodit ale někomu dalšímu.

Z chodníku tedy můžeme zaplout do krásného parku krytý stromy. Jít vynést odpad nebo rovnou sednout na skůtr a odjet do práce.","Projekt bude vyhotoven kvůli podpoře zeleně v centru Brna. Všechny moderní města se snaží a vznikly prostory pro nové parky se zelení. Moderní města chtějí samozřejmě recyklovat a my bychom zde měli rovnou kompletní centrum. 
Po obvodě by se nacházeli kontejnery na všechen recyklovaný odpad a uprostřed prostor pro staré věci, které by se mohli hodit někomu jinému.

 Pracující lidi, jenž každý den přijíždí a odjíždí z centra města by měli kde konečně kde postavit svá kola a skůtry."
680,1478,"Vytvořme atraktivní místo na nábřeží řeky Svitavy. Projekt chce proměnit zanedbaný prostor mezi železničním náspem, ulicí Hladíkovou a řekou Svitavou v lokalitu, která bude lákat k zastavení cyklisty, kolemjdoucí, rodiny s dětmi sportovce i místní.

 
					Kde se lokalita nachází?
Lokalita se nachází v blízkosti frekventované cyklostezky kolem řeky Svitavy. Ta na rozdíl od cyklostezky kolem Svratky nenabízí ve své jižní části žádná místa, kde je možné se zastavit. Pojďme to změnit. Lokalita je zároveň jakousi pomyslnou bránou do Černovic, jedním z mála míst, kde mají obyvatelé Černovic přístup k řece a cyklostezce.
Je to také ideální místo pro všechny, kdo se chtějí hýbat. Kolem vás sviští auta a vlaky a dole klidně a pomalu teče řeka Svitava. Chceme vybudovat místo, kde se spěchající cyklisté a sportovci budou moci zastavit, občerstvit a relaxovat. 

Pojďme vytvořit plochu parčíku se zelení, lavičkami a dřevěnými odpočinkovými lehátky s výhledem na řeku. Prostor je možné doplnit mlatovými cestičkami a odpadkovými koši. Místo se tak stane více obydleným a tak i bezpečným. Pilíře mostu budou využity jako graffiti galerie.","Vznikne nové atraktivní veřejné prostranství na nábřeží řeky Svitavy, které mohou využít cyklisté, kteří používají cyklostezku kolem řeky Svitavy, sportovci, běžci či místní obyvatelé, kteří chodí kolem řeky běhat, se psem nebo na procházky. Doplní tak nedostatečnou sportovní a rekreační infrastrukturu na nábřeží řeky Svitavy, kde se od Husovic až po soutok se Svratkou, nenachází žádné místo, kde by bylo možné se zastavit, posedět, relaxovat."
681,1480,"Rádi bychom v lese na pomezí čtvrtí Královo Pole a Lesná vybudovali dětské hřiště, kde by se v korunách stromů i na zemi mohli vyřádit malí i velcí. Les by se postaral o stín, chládek v parném létě i dostatek přirozených podnětů pro děti. 

 
					Na hřišti budou převládat přírodní prvky s využitím přirozenosti terénu. Navrhujeme zde vybudovat třeba domečky na stromě propojené lávkami, ve svahu dlouhou terénní skluzavku, mezi stromy prolézačky z akátových kulatin a lan, balanční stezku nebo i interaktivní naučné prvky, které by dětem hravou formou přiblížily místní faunu a flóru. Malí dobrodruzi budou moct zdokonalovat své pohybové dovednosti, šplhat, lézt, balancovat a objevovat skryté síly při překonávání překážek a ještě se dozví spoustu zajímavostí o přírodě kolem nich. Lesní hřiště by sloužilo hlavně starším dětem nad 6 let, které na běžných hřištích už nemají téměř žádné smysluplné vyžití. Hřiště nebude obsahovat žádné stavby, které by lákaly k pobytu nežádoucí návštěvníky, např. altány, přístřešky, ohniště, piknikové stoly. Realizace tohoto projektu bude vyžadovat pouze nejnutnější terénní úpravy, vyčištění pozemku od náletových dřevin a bezpečnostní ořez stromů. Hřiště by bylo celoročně přístupné, bez obsluhy a dalších vyvolaných nákladů.","Rozšíření občanské vybavenosti přilehlých sídlišť Sadová a Lesná o dobrodružné lesní hřiště, motivace pro děti aktivně trávit volný čas v přírodě a pohybu."
682,1481,"Cílem výstavy na náměstí Svobody je seznámit obyvatele města s problematikou Nových technologií, které se nezadržitelně dostávají do našeho současného i finančního Světa.

 
					Termíny jako kryptoměna, blockchain, tokenizace, XIXOIO klepají na dveře a my bychom jim měli porozumět. Není to vzdálená budoucnost, je to SOUČASNOST, která ještě není tolik vidět,  . . zatím.
Proto navrhuji výstavu na nám. Svobody, aby se Brňané seznámili s těmi nejzákladnějšími termíny a mohli je používat.","Ať se nám to líbí nebo ne, digitální doba, zvláště po koronaviru, bude nabývat mohutnosti.
Výstava seznámí s tím co nástává a lidé se budou moci lépe orientovat - zlepčí se obecné povědomí o digitálním a finančním světě."
683,1482,"Sucho je čím dál tím větší, vody je málo. Předloni můj projekt kašny neprošel,
tak snad letos, když už víme jak je voda vzácná a my si ji budeme moci užít.
Třeba na umytí rukou, anebo jen napohled.

 
					Chtěl bych takovou kašnu aby se člověk mohl dotknout její vody a osvěžit se.
A taky aby byla hezká    🙂","Každý se rád podívá na tekoucí vodu, může se v ní osvěžit
a kulturní centrum bude zase o trochu hezčí."
684,1484,"Projekt je zaměřen na vybudování nové komunitní zahrady v Brně, v těsném sousedství sídliště Kamechy (MČ Žebětín a Bystrc). Cílem je vytvořit unikátní místo pro společné setkávání lidí každého věku, zahradničení a pořádání nejrůznějších akcí. 

 
					V rámci tohoto projektu je navržen vznik nové komunitní zahrady v Brně, a to v bezprostřední blízkosti sídliště Kamechy, které spadá pod dvě městské části - Bystrc a Žebětín. Pozemek (parcela č. 2129 a 2130/1), na němž by měla komunitní zahrada vyrůst, je v majetku města Brna, patří pod k. ú. Žebětín a je vedený jako zastavěná plocha a nádvoří (s výměrou 149 m²) a zahrada (o rozloze 1929 m²). Jmenované území je však dlouhodobě nevyužité a zanedbané. Proto by založení komunitní zahrady, určené ke společnému setkávání lidí všech věkových skupin, mohlo vdechnout tomuto místu nový život. Náhradní varianta možného umístění je parcela 2087/6 (3503 m2) a k tomu popř. parc. 2087/5 (541 m2), případně i část parc. 2087/1 (1168 m2). Všechny pozemky jsou v majetku a správě města Brna a spadají pod k. ú. Žebětín. 

Prostor komunitní zahrady by bylo vhodné rozdělit na dvě části. První část by mohla zastávat především funkci volnočasovou, relaxační a vzdělávací. Bylo by tedy žádoucí, kdyby byla zahrada vedena v konceptu přírodních a dešťových zahrad. Díky tomu by se mohla stát i malou oázou pro řadu volně žijících druhů rostlin a živočichů. Prvky, bez kterých se zahrada neobejde, jsou např. skalky, včelí úl, hmyzí domky, budky pro ptáky a netopýry nebo veřejný kompost. Rovněž by bylo žádoucí vybudovat zde určitý vodní prvek - např. jezírko. Zahrada by též měla zahrnovat zastřešený prostor s možností venkovní toalety (např. malý domek s altánkem a venkovním posezením, umožňující sběr dešťové vody) pro konání zájmových, vzdělávacích a kulturních akcí. V druhé části zahrady by se pak nacházely jednotlivé záhony pro pěstování bylin, zeleniny a okrasných květin, zázemí pro zahradní nářadí a kompostéry.","Společně chceme vytvořit prostor umožňující zahradničení lidem, kteří nemají k dispozici vlastní pozemek - místo pro sousedská setkání, aktivní odpočinek, zábavu i vzdělávání. Projekt cílí na lidi napříč všemi věkovými skupinami, od dětí po seniory."
685,1486,"Koronavirová krize ukázala, jak efektivní je v mnoha městských částech Brna existence zvukového záznamu z jednání místního zastupitelstva. Bohužel v řadě městských částí takový jednoduchý záznam chybí. Pořízení user-friendly techniky zajistí řešení.

 
					V mnoha městských částech Brna existence zvukového záznamu z jednání místního zastupitelstva dává možnost rychlého a transparentního náhledu občanům na řešení strategických plánů. Bohužel v řadě městských částí takový jednoduchý záznam  a rychlé zveřejnění stále chybí a je to odůvodňováno hlavně náklady a nutností zaškolení.  Při tom zveřejnění zápisu se mnohdy zde protáhne třeba i na 2 měsíce, nebo popis interpelace je naprosto netransparentní a odbyt třemi nejasnými slovy.
Pořízení 10 sad elektronických diktafonů s mikrofony a 10 tabletů by umožnilo všem nevybaveným městským částem si každý měsíc tuto aparaturu jednoduše zapůjčit a během jednoho dne záznam uložit (vypípnout případně osobní nebo vulgární informace dle zákona) a nahrát na web ke zveřejnění. Možnost zapůjčit si toto zařízení by měli také předsedové stavebních, dopravních a  jiných komisí městských částí, neboť i na jejich občasné schůze rozhodující o důležitých strategických projektech  a námitkách vůči obchvatům, ubytovnám a dalším plánům se občané obtížně dostanou, nebo se vůbec nedostanou k detailnímu zápisu z takového jednání. Diktafony a tablety je možné si buď vypůjčit nebo je přímo svěřit městským částem, které by o ně měli zájem.",Lepší informovanost občanů a transparentní rozhodování.
686,1487,"Zajistěme bezpečný let našim opeřeným pěvcům. Řešením jsou správně polepené zastávky, které působí i esteticky.

 
					Podle kvalifikovaných odhadů uhyne v ČR ročně kolem milionu jedinců při nárazu do průhledné plochy. Pojďme našim pěvcům v Brně poskytnout bezpečné podmínky!

Nebezpečné jsou právě panely z čirého skla nebo plexiskla, kde se ptactvu odráží jejich okolní příroda jako v zrcadle. Nejčastěji jsou to právě zastávky MHD. Přitom se nabízí účinné řešení ve formě polepů na těchto průhledných panelech. Vyhneme se tím množství zbytečných úmrtí nebo poranění zpěvného ptactva.

Účelem ptačích polepů je chránit ptactvo před nárazem do nepolepených nebo nesprávně polepených MHD zastávek. Ptactvo se v letu běžně pohybuje mezi 30 až 70 Km/h.

Jak upozorňuje Česká Společnost Ornitologická, není důležitý tvar ani velikost polepů, ale jejich vzdálenost od sebe. Jediná silueta dravce na velké průhledné ploše se dle odborníků ukázala jako naprosto neúčinná.

Úspěšný příkladem je Pelhřimov nebo Mladá Boleslav. Tato města nechala zastávky polepit již v roce 2018.

Jeden polep zastávky, pokud je proveden profesionálně reklamní agenturou, vyjde v průměru na 3000 Kč. Záleží na velikosti zastávky. S částkou 747 000,- Kč by bylo možné polepit minimálně 200 zastávek a zbude i na případné opravy.

Údržba samotných polepů není třeba. Pokud by přesto došlo k poškození polepů, což se ale často nestává, tak se musí vyměnit. Životnost polepů je každopádně 5-7 let, bez nutnosti dalších oprav.

Děkuji Vám za Váš případný hlas,

Eva Lexová",Bezpečnější prostor pro městské pěvce instalací ptačích polepů na zastávky MHD.  Estetický přínos pro obvykle fádní průhledné panely zastávek. K přírodě přátelštějšímu město je přínosem pro všechny jeho obyvatele.
687,1488,"Ššškrk. Poškrábaný lak. Obouchané zrcátko. Takhle NE! Zjednodušíme Vám průjezd přes závory v Brně. Už žádné stahování okénka a hledání drobných do automatu. Na webu si uložíte SPZku a závory parkovišť i hypermarketů se začnou zvedat samy.

 
					Při parkování v Brně si připadám jako v minulém století. Nejdřív dostanu lístek, následně hledám automat. Potom po kapsách mince či kartu do automatu. A když najíždím k závoře, tak se děsím, že si poškrábu lak nebo obouchám zrcátko. Připomíná vám to něco? Vždyť přece i kafe v kavárně nebo jízdu v MHD platíme bezkontaktně. Obdobným způsobem by se dalo platit i za průjezd závorami.

V Brně je více než 10 000 parkovacích míst se závorou. Celá polovina těchto míst má vjezdové kamery, které dovedou přečíst vaši registrační značku (SPZ/RZ), nebo mohou mít i validátory pro čtečky karet přímo u vjezdových a výjezdových závor. Na druhé polovině míst se závorou bychom mohli mít jen validátory pro čtení karet přímo u závor a platili bychom podobně jako za jízdenku v MHD – bezkontaktně. 

Projekt AutoZávory Brno má vyšší ambice. Na magistrátním webu zadáte svoji SPZ/RZ, vytvoříte si účet auta, systém kamerové detekce SPZ/RZ u závor vás rozpozná a závory se při vašem příjezdu či výjezdu začnou zvedat samy. Systém umožní spravovat důležitá parkoviště a parkovací domy v klíčových bodech zájmu, jako jsou nemocnice, školy, nákupní a obchodní centra nebo hřbitovy. Alternativní možností pro provozovatele parkovišť bez kamer je využít obdobného systému jako v brněnské MHD „Pípni a jeď“, kdy přiloží kartu ke čtečce závory při vjezdu a při výjezdu.
Pro realizaci projektu je potřeba, aby parkoviště se závorou a s kamerami na čtení SPZ/RZ vozidel byly připojeny přes API do již běžícího e-shopu provozovaného městem. 

Projekt zvýší bezpečnost a komfort, ušetří řidičům čas a městu pomůže získat údaje o aktuální dostupnosti volných parkovacích míst jednotlivých zapojených parkovišť se závorou pro následné sdílení navigačním a platebním službám, nebo pro plánování řízení dopravy města Brna.

Pokud nechcete hledat drobné do automatu po kapsách nebo se bát o otlučené zrcátko, podpořte náš projekt a dejte nám hlas.","Projekt AutoZávory Brno povede ke zvýšení komfortu, plynulosti a bezpečnosti dopravy pro občany i návštěvníky města. Zjednoduší parkovací proces a omezí drobné nehody. Projekt využije stávající systém parkovišť s kamerami na čtení SPZ/RZ, který se rozšíří o API a případně o validátory. Přes API se připojí k platebnímu systému magistrátu. Do budoucna se nabízí i možnost propojit parkoviště P+R se systémem MHD „Pípni a jeď“, což bude pro řidiče motivace k tomu, aby se stejnou kartou využili MHD."
688,1489,"Cílem projektu je vytvořit v Komíně místo k setkávání jeho obyvatel při oblíbených letních aktivitách grilování či opékání na ohni.

 
					V Komíně naprosto chybí místo, které je možné vidět v mnoha dalších městských částech Brna nebo např. na brněnské přehradě – veřejné griloviště nebo ohniště, které umožní i všem těm, kteří nemají vlastní zahradu, připravit si jídlo na grilu nebo rozdělat oheň a něco si na něm opéct. Právě to by měl navrhovaný projekt široké veřejnosti v Komíně umožnit. Namísto nepoužívaného a zanedbaného betonového hřiště by pro veřejnost vzniklo místo pro grilování i pro vzájemné setkávání obyvatel Komína – projekt počítá nejen s vybudováním griloviště a ohniště, ale také s částí pro posezení a relax. Součastí by tedy měly být jak další lavičky, tak i hrací prvky pro děti (houpačky) i dospělé (např. ruské kuželky). Navržené sestavy jsou vyrobeny z takřka nezničitelného vysoko pevnostního HPC betonu, zaručujícího velice dlouhou životnost jednotlivých dílců.  Prostor se nachází v dostatečné vzdálenosti od obytných domů, přitom je velmi jednouše dostupný ze všech částí Komína.","Veřejný prospěch projektu spočívá jak v revitalizaci zanedbaného a nepoužívaného betonového hřiště, tak současně ve vytvoření místa, které v Komíně zcela chybí. Projekt by měl obohatit městskou část o další místo pro trávení volného času a vytvořit příjemné zázemí pro přátele a rodiny s dětmi."
689,1490,"Na plochy bývalých zahrad a sadů bylo v minulosti bez povolení navezeno velké množství zeminy a suti. Naším cílem je kompletní odstranění veškerého odpadu a založení květinové relaxační louky, kde si budete moct posedět na lavičce a užít si výhledy na město Brno, udělat si piknik s přáteli nebo si třeba zaházet frisbee. 

 
					Rádi bychom vytvořili místo pro relaxaci v zeleni, s krásnými výhledy na panoráma Brna, kde si budete moct nejen v klidu posedět a přečíst knihu, ale třeba i pozorovat místní, bohužel čím dál víc vytlačovaný, původní biotop, ve kterém našli domov bažanti, zajíci, srnky, ale i zhruba tucet druhů ptáků a motýlů.

Našim cílem je založit mozaikově kosenou květinovou louku při zachování současných zbytků sadů a kvalitních porostů dřevin. Chceme odstranit invazivní druhy (akát, pajasan) a vrátit lokalitě co možná nejvíce původní charakter. Terén v mírném svahu bude modelován tak, aby vznikly ukázkové svejly zadržující dešťovou vodu, díky čemuž se zde bude dařit i více kvetoucím rostlinám náročnějším na závlahu.","Obnova původního biotopu v těsné blízkosti rozrůstajícího se sídliště Sadová, relaxování v zeleni s možností pozorovat rostliny a živočichy v jejich přirozeném prostředí a v neposlední řadě boj se suchem, kdy kvalitně osázená plocha bude vzdorovat erozi, přirozeně zadržovat dešťové přeháňky a snižovat teplotu v okolí."
690,1491,"Jedno kolo. My a vy. Naše věci dohromady. 

 
					Brněnské centrum prahne po lidském měřítku dopravy. Pilotní projekt, který by za rok svého fungování dokázal změnit pohled na zásobování a pohyb v centru Brna. Jako mávnutím kouzelného proutku by z ulic zmizeli nejen uskakující lidé a velká bílá auta, ale hlavně obavy o náš holý život v pěší zóně.

Nákladní kola jako budoucnost zásobování centra města pro malé podnikatele. Zábavné výlety pro turisty. Přeprava pro rodiny. Usnadnění života handicapovaným, pro které je pohyb ve městech obzvláště obtížný. 

Živé a zdravé centrum jak má být. Méně spalin, více pohybu. Doprava úměrná velikosti našeho města. Města Brna.",Omezení automobilové dopravy v historickém centru Brna.
691,1493,"Vybudování odpočinkové zóny - parku,  na části pozemku města Brna v katastrálním území Sadová, p.č. 102/1..

 
					Cílem projektu je zkultivovat část pozemku p.č. 102/1.. V současné době je pozemek neudržovaný, zarostlý vysokou trávou a náletovými dřevinami. Výše zmíněná část pozemku by tedy dostala parkovou úpravu a naistaloval by se mobiliář, který bude možné v budoucnu demontovat a přesunout na jiná místa v rámci oblasti Sadová. Pozemek je do budoucna určen k bytové výstavbě. Do té doby může posloužit jako příjemné místo k odpočinku a relaxaci.",Ze zarostlého a nevyužitého prostoru vytvoříme místo pro odpočinek a relaxaci.
692,1494,"Jedná se o realizaci nového veřejného osvětlení parku TGM při ulici Rybnická v městské části Brno – Nový Lískovec, a také o úpravu zeleně a chodníků.

 
					Jedná se o realizaci nového veřejného osvětlení parku TGM při ulici Rybnická v městské části Brno – Nový Lískovec , a také o úpravu zeleně a chodníků. Realizací nového osvětlení dojde ke zlepšení každodenního pohybu osob, zvýšení bezpečnosti (zejména ve večerních a nočních hodinách) a podtržení významu jedinečného městského parku s bystou prvního prezidenta T. G. Masaryka. 
Jedná se o venkovní parkové osvětlení instalované ve vodorovné poloze, tak aby byl naplněn záměr co nejmenšího vyzařování do horního poloprostoru, nezvyšování světelného znečištění a zachování rovnováhy ekosystému. Součástí záměru je instalace architektonického osvětlení bysty prezidenta T. G. Masaryka s použitím takových technických doplňků, aby mimo obrys směřovalo nejvýše cca 10% světelného toku.",Realizací projektu dojde ke zvýšení komfortu a bezpečnosti obyvatel a návštěvníků Nového Lískovce a také k podtržení významu parku s umístěnou bystou T. G. Masaryka.
