,project_name,project_description,public_interest,status
179,zrcadlo na Milada ,,řidič zde být klidný a snížit ten pravděpodobnost srážka . ,0
180,mimoúrovňový přechod na ulice Husův ,,"zrychlení doprava , zvýšení bezpečnost na jeden z hlavní brněnský dopravní "" tepna "" - hned naproti se nacházet lékařský a informační fakulta Masarykův univerzita . ",1
181,rekonstrukce kohoutovický - #num# . etapa ,,"zkvalitnění silnice spojující Žebětín a Kohoutovice vystupující pod název kohoutovický . dnes zažívat obrovský nápor automobilový a autobusový doprava , po rekonstrukce by se na on mít minout bez problém dva autobus , aniž by některý z on muset zpomalit či zastavit . daleko by mít přibýt bezpečnostní prvek jako plný krajnice , patník či svodidlo ",1
182,veřejný záchod v Líšeň ,,veřejný toaleta přispět k zkvalitnění cestování a veřejný život v Líšeň . ,1
183,život strom ,,"cíl být záchrana tisíc strom , který v současný doba usychat . zapojení se člověk také uvědomit hodnota voda a začít s on mnoho šetřit , začít se všímat aktuální problém životní prostředí a podílet se na řešení . strom být krásný , chladit , zadržovat a přitahovat voda a také odrážet sluneční záření mnohem dobře , než plocha , který stínit . podobně jako bílý plocha tak snižovat množství teplo pohlcený povrch a být tedy cesta , jak bojovat se změna klima a efekt městský tepelný ostrov . ",1
184,Skatepark Bystrc ,,vybudování nový sportoviště . ,1
185,lavička a květina pro zastávka čápkův ,,možnost se na zastávka čápkův sednout a zpříjemnit tak lid čekání ,0
186,ZAMILEC - dětský hřiště a sportoviště ,,"přínos projekt spočívat v rozšíření možnost trávení volný čas pro velký počet Brňan , který do zamilovaný hájek zavítat . předpokládaný uživatel být rodina s dítě a aktivní sportovec . ",1
187,uklidit se v les ( uklízecí balíček ) ,,"uklizený les a lesík , dobrý pocit každý "" sběrač odpadek . ",1
188,oprava chodník Svratecká-Stránský ,,"člověk by se rychle dostat do práce nebo třeba i k Svratka za rekreace . zpříjemnit by se cesta a v léto by se jednat o asfaltový výheň , ale díky strom by se dát sednout a odpočinout se . ",1
189,kolem Svitava za každý počasí ,,"realizace projekt by mít umožnit bezpečný pohyb chodec a cyklista . zároveň umožnit zprovoznění celý úsek cyklostezka mezi Rajhrad a Bílovice nad Svitava za každý počasí s možnost se vyhnout silníční provoz . daný pěšina být využitelný nejen pro turistika , sport a venčení pes , dát se využít i jako ekologický způsob doprava do centrum město . v konečný důsledek by veliký využití tento cesta pěší a cyklista vést k snížení emise výfukový plyn v Brno . ",1
190,brněnský hudební noc ,,"kulturní obohacení život v Brno . být ten příležitost pro jenž zavedený , nebo začínající hudební kapela se představit široký publikum . návštěvník se pak odnést pestrý hudební zážitek . oblast působení projekt by být pro Brno-střed . ",0
191,samočistící toaleta do centrum ,,veřejný prospěch projekt spočívum v využívaný moderní samočistící toaleta za účel ochránit zeleň v park a taky zvýšit úroveň a zpříjemnit lid jejich základní lidský potřeba . ,1
192,lavička a koš na Špilberka ,,"projekt být zaměřit na zlepšení podmínka park , využít ten určitě zcela všechen člověk . samozřejmě lavička být nejspíše nejvíc využívat senior , jak být již zmínit dříve . ",1
193,úprava cesta pro rodina s dítě ( PD ) ,,- díky tento projekt se vytvořit projektový dokumentace na nový vyletnit stezka ,1
194,chodník NC KRPOLE ,,velký přínos projekt být navrácení skoro #num# m #num# zeleň do část město . chodník by být využívat všechen pěší návštěvník nákupní centrum a jeho vzdálení od křižovatka ocenit i okolní řidič . ,1
195,život mezi odpadek ,,"tento projekt mít připomenout široký veřejnost že , se stále mít v co zlepšovat a že záležet na každý člověk , co předat další generace . reklamní kampaň být běžný součást náš život , kdo se však starat o právo ten co se moct bránit ? kdo se starat o neustále se zvětšující se znečištění náš životní prostředí , který v výsledek poškozovat my všechen ? být ten jen reklamní kampaň , mít by dojít i k zjednušení třídění , např ten , že by trvanlivý barva být v kritický místo , .. ",0
196,zpevnění stezka u Křenek ,,bezpečnost . moct by tudy jezdit i cyklista na silniční kolo - takže i v tento případ by se zvýšit bezpečnost . už by se úsek muset objíždět po okolní silnice . ,1
197,psí hřiště Jundrov ,,"konečně důstojný místo , kde se být moct vyvenčit pejsek a být muset volně pobíhat po ulice a podobně . čistě podle zákon jediný místo kde lze s pejsek být bez vodítko . ",0
198,zakázaný dějiny ( nejen ) Morava ,,"jít o ten , zpochybňovat věda , jít o ten , dát on veliký naděje , veliký hloubka , mnoho otázka , na který být možný nacházet někdy i nový a moudrý odpověď . v historie , archeologie , etnologie , heraldika , patrociniologie , numismatika ... ten vážně jít bez kniha . někdy ani bez ten zahraniční , když hledat zodpovědně smysl ten , co mít u nos . ",1
199,podrobný turistický mapa brněnský les ,,projekt vést k rozšíření možnost pohybový vyžití obyvatel a rovněž umožnit sdílet místopisný zajímavost a další informace z území náš město . ,1
200,obnovení dolní rybník v Řečkovice ,,obnovení rybník zvýšit atraktivita místo . ,1
201,vybudování pumptrackův zatáčka ,,zkvalitnění sportovně kulturní celoroční využití pro široký věřejnost od dítě po senior . jedině venkovní uzavřený sportoviště mít #num# % využitelnost v vztah k epidemiologický situace . pohyb na čerstvý vzduch být pro člověk prospěšný než vysedávání u obrazovka televizor nebo počítač . ,1
202,chodník na přehrada ( PD ) ,,veřejný prospěch spočívat v zajištění bezpečný chůze pro návštěvník brněnský přehrada . ,1
203,stop virus – myčka na nádobí pro MŠ ,,nákup myčka na nádobí v výdejna strava jednotlivý třída v MŠ Brno zabránit možný rozšiřování virus a bakterie na úsek stravování malý dítě a následný nakažení starý generace . ,1
204,dráha pro RC model Řečkovice ,,být ten dráha na model . ať už dítě s hračka autíčko nebo pravý modelář s profi aut co ten tahat #num# km / h a chtít jezdit jen mistrovství republika . věřit že stačit trochu propagace na sociální síť že vzniknout nový dráha a člověk tam mít z celý okres . takový dráha být zapadat i do krajina a být do budoucno nákladný na údržba jelikož jít o betonový plocha s obrubník . jediné být třeba odpadkový koš aby být v okolí čisto a dráha tak jít udržet v perfektní stav pro náš model ,0
205,Workout Helgoland ,,"jakýkoli sportovní činnost on veřejně prospěšný . navíc zde se moct odehrávat nonstop - zařízení být volně přístupní kdokoli . lze se na on jak zasportovat , tak jen zablbnout nebo se volně zacvičit . dojít i k zkulturnění místo a kultivace veřejný prostor . ",0
206,volejbalový kurta Lužánka – oprava hřiště ,,kromě zlepšení podmínka pro tréninkový aktivita volejbalový mládež přinést projekt rozšíření možnost pro sportování široký veřejnost a v poslední řada také snížení prašnost a ten zlepšení kvalita bydlení a život v okolí kurt ,1
207,parkování pod zelený střecha ( studie ) ,,"oživení a plný využití prostor v centrum město s cíl řešení nedostatek parkovací místo na ulice , s důraz na zachování nebo rozšíření zelený plocha v město , její doplnění o dětský hřiště a rekreační zóna pro obyvatel z okolní dům . ",0
208,sportoviště a odpočinkový zóna na sadový ,,"na sadový zcela chybět místo pro sportovní vyžití dospělí . tento sportoviště by tento nedostatek kompenzovat . navíc workout sestava být čí daleko hodně využívat napříč všechen věkovy skupina . kromě ten na sadový velmi ubývat zelený místo a být zde také dostatek lavička , kde by člověk moct v klid zastavit , zrelaxovat , což by tento projekt také zajistit - rovněž pro všechen bez rozdíl věk . ",1
209,schůdný cesta podél R #num# ,,schůdnost cesta do údolí oddech . ,1
210,basket v Lužánka ,,sportovní vyžití pro široký veřejnost bez rozdíl věk . podpoření zájem o basketbal u dítě a rozšíření tak řada mladý a nadějný baskeťák . ,1
211,Street Food market na kraví hora ,,"vytvoření místo pro všechen věkový skupina , sloužící k zábava , odreagování a odpočinek . podpora místní podnikatel . ",1
212,Workout za pivovar ,,podpora mládež a dospělý k pohyb a k zdravý životní styl . ,1
213,Skatepark Brno-Chrlice ,,"motivace a umožnění atraktivní pohybový aktivita sportovně organizovaný mládež . prevence kriminalita , užívání omamný látka a další rizikový a negativní jev spojený s výchova mládež . cílový skupina #num# - #num# léto . ",1
214,multifunkční hřiště pro Chrlice ,,"přínos být především možnost vyžití mládež v sportovní duch , prevence kriminalita a žádoucí jev spojený s výchova mládež . atraktivita zvolený prvek by mít být přitažlivý a vybízet k pohybový aktivita dítě a mládež jinak zapojený v organizovaný sport . veřejný grilpoint doplněný vhodný zeleň by mít přinést služba i možnost příležitostný relaxace a odpočinek v blízký příroda především pro obyvatel bytový zástavba , který charakter jejich bydlení tento aktivita odepírat . ",1
215,dětský hřiště před Výstec ,,"projekt posloužit hlavně dítě , jejich maminka , tatínek , prarodič . hřiště moct využívat i blízký školka ( hlinka , vinařský ) ",0
216,hřiště jaký Brno mít ,,"věnování se dítě a možnost se s on vyřádit venku v dnešní náročný doba určitě mít pozitivní vliv na psychika , pohoda a také tělesný kondice . pohyb prospívat všechen a mnoho dítě dnes se rád věnovat onlinout svět , tak být jít zkusit přepnout do offlin režim a nabídnout on možnost hra a pohyb venek . ",1
217,rozhledna Palackého vrch ( PD ) ,,"jeho cílovka být úplně všechen , který by chtít pozorovat krása Brno . rozhledna být vhodný pro dítě i důchodce . ",1
218,krásný rozhledna na pivovarský ( PD ) ,,"uživatel tento rozhledna být všechen aktivní občan , který se chtít vyšlápnout pár schod a vidět město z nový úhel . mít nadhled on vždy potřeba a odpočinout se od vír město být vždy vítaný . ",1
219,západ slunce z rozhledna z akátek ( PD ) ,,"rozhledna s oddychový část být skvělý místo pro odpočinek a krásný pohled na Brno pro rodina i přítel , pro dítě , dospělý a důchodce . být ten multifunkční rozhledna jako Brno ! samozřejmě , že s vstup zdarma . ",1
220,#num# ° rozhledna na červený kopec ( PD ) ,,"každý , kdo rád chodit na procházka a rád se zadívat do daleko být potenciální uživatel nový rozhledna . kromě sportovní vyžití se každý rád zastavit a pokochat pohled na Brno . ",0
221,přetlakový halo v Bohunice ,,"možnost další sportoviště , který být sloužit pro celý věkový struktura obyvatel v celoroční provoz . dítě zajistit tenisový škola v blízkost bydliště a budovat se pozitivní vztah k sport . dospělí i dítě možnost aktivně provozovat tento sport i v zimní období .. ",1
222,kolo dokola kraví hora ,,"projekt přispět k bezpečný pohyb chodec po celý kraví hora . rozšiřovat rekreační zóna a síť cesta , který moct pohodlně využívat . propojit pro on MČ Žabovřesky a centrum město . navrhovaný parkový mlatový cesta usnadnit chodec používání cesta , který být často rozbahněný , ale zabránit voda se vsáknout .. ",1
223,obnovit tolerance v Brno ,,"orloj , jezdecký socha a tento moct být třetí "" lákadlo "" ",0
224,Singletrack akátek ,,"hlavní smysl být posílení volnočasový aktivita v město a blízký okolí a nalákání společnost k zdravý životní stylus . předpokládaný uživatel projekt být široký veřejnost všechen kategorie a věkový skupina . vybudování Singletrail v zmíněný lokalita nabídnout také řada nový možnost akce pro veřejnost ( exhibice , kurz , soutěž ... ) , ale také podpořit blízký gastro podnik a nabídnout nový podnikatelský příležitost ( cykloservis , půjčovna kolit ) . zatraktivnění lokalita pro bydlení . ",1
225,poklad jméno činovať ,,projekt být cílený na podpor volnočasový aktivita a posílení cestovní ruch společně s zachování kontinuita ohrožený řemeslo a tkalcovský tradice v rámec region . ,1
226,odpočinkový lavička - Brno-Vinohrada ,,"zřízení odpočinkový místo , umožňující krátkodobý odpočinek ( posezení ) osoba s snížený pohyblivost , případně i rodič s dítě apod . , při jejich pohyb po sídliště z pro on nutný důvod nebo i za účel odpočinek a setkávání se s přítel ( za příznivý povětrnostní podmínka v vnější prostředí ) . předpokládaný uživatel moct být především senior , ale i ostatní obyvatel sídliště ( rodič s dítě při procházka apod . ) . ",0
227,venkovní posilovna pro kraví hora ,,"projekt by prospět různý věkový kategorie udržovat se v zdravý forma . venkovní posilovna být dík poměrně náročný cvik určit jak pro dítě , tak i dospělí či senior . ",0
228,Zelené podchod na hlavní nádraží ( PD ) ,,prospěch projekt spočívat v zlepšení životní prostředí všechen obyvatel město Brno ,1
229,koniklecový chodníček na kamenný vrch ,,"chodník zprůchodnit část kamenný vrch tak , aby se člověk muset brodit bahno a moct projít kolem koniklec bez výčitka svědomí , že některý z chlupatý poklad pošlapat . zvýšit se komfort návštěvnický infrastruktura a zároveň být chodník usměrňovat návštěvnost , aby se daleko rozšiřovat současný trasa . chodník být řešit i bezbariérovost . především chodník pomoct ochránit koniklec a další rostlina před intenzivní sešlapat . být ten kompromisní řešení pro člověk i příroda . ",1
230,Kamenice na kolo ( PD ) ,,"bezpečnost . pokud jet cyklista , za on ZZS a v protisměr autobus , předjíždění cyklista být naprosto bezproblémový . v současný situace už být kam sanitka hodně uhnout . ",1
231,Workout místo nový Lískovec ,,- zdravý duch v zdravý tělo - mezigeneracnout propojení - relaxační místo - místo nejen pro dítě ale i pro rodič - možnost naladit ostatní na zlepšení svůj fyzický zdatnost . ,1
232,lavička u potok Leskava ,,"veřejný prospěch spočívat v uživatlenost lavička celý věkový spektrum obyvatel . jednat se o klidný lokalita v stín , kde by se odpočívat jeden báeň . ",0
233,oáza zeleň v Řečkovice a Medlánka ,,"cíl projekt být jednak podpořit setkávání člověk v Řečkovice , Mokré hoře a Medlánka , což být velmi důležitý zejména po tento velmi těžký a specifický doba , ale také inspirovat občan k zalévání strom v okolí , což být velmi důležitý pro jejich zachování při očekávaný horký a suchý léto . ",1
234,rekonstrukce skatepark pro Brno-Komárov ,,"uživatel projekt být mladý i dospělí prostě všechen , co chtít sportovat a sedět doma na zadek . ",1
235,výběh pro pes u jundrovský most ,,"oplocený výběh definovat místo , kde moct mít pes přednost a kde se moct proběhnout i bez vodítko bez riziko útěk či obtěžování ostatní občan ",1
236,zrcadlo : Pompův × lomený v komárův ,,"samozřejmě bezpečnost . auto přijíždějící zleva sice muset dát přednost , ale on tam špatně vidět . ",0
237,Lískovecký jezírko ,,"projekt posloužit obyvatel Starého Lískovec , Ostopovice i široký okolí pro kvalitní trávení volný čas i příjemný cesta mezi tento obec . zároveň podpořit biodiverzita a zadržení voda v krajina . ",1
238,odpadkový koš ,,"tento projekt by zlepšit celkový chod kopec , znečištění kopec by se zmenšit na minimum . my obyvatel by zase rád jít na kopec bez pytel na odpadek . ",1
239,hřiště s mamut ,,"rád by vybudovat dosud chybějící prostor pro hra a sport dítě i dospělý v nádherný rezidenční lokalita Masarykův čtvrť . tedy zóna pro setkávání rodina , soused a přátelit . vzniknout tak zdravý a příjemný místo k život obyvatel všechen generace . ",1
240,z Bystrc na Holedný ,,"- krátký , jednoduchý a bezpečný přístup do obora Holedný od Bystrc . - dobrý dosažitelnost pro návštěvník od MHD . - snadný přístup k nový rozhledna z tento strana město . - rekreace a sport v lesní areál pro šírší spektrum obyvatel město Brno . - zpevnění část stávající komunikace kolem řeka , který být v tento úsek , vlivem veliký počet návštěvník rezhledna , často velmi zabahněný . ",1
241,odpadkový koš pro discgolfový hřiště ,,"cíl projekt být zlepšení prostředí discgolfový hřiště Brno-střed , užívaný nejen hráč disgolf , ale i hráč volejbal , rodina s dítě , pejskař i další osoba . jít o oblíbený odpočinkový / sportovní zóna nejen pro obyvatel Brno . ",1
242,multifunkční hřiště bzenecký ,,"účel polyfunkční hřiště on vytvořit na Vinohrady takový sportovní zázemí , aby dojít k další zvýšení sportovní aktivita dítě a mládež , ale i dospělý . moct sloužit nejen veřejnost , jako hřiště pro místní sportovní oddíl či jako tréninkový zázemí pro vinohradský hasič a jejich mládežnický oddíl . ",1
243,On-lin placení pokuta ,,"malý zátěž policejní úředník , ochrana zdravit ( v pandemie ) , velký pravděpodobnost úhrada pokuta bez nutnost prestupkove rizit ... ",0
244,nový hrob pro brněnský starosta ,,"prospěch tento projekt vidět v zviditelnění pozapomenutý historie město a připomínka jeden význačný brněnský osobnost , který upadnout zcela oprávněně v zapomenutí . ",1
245,"rozhledna """" kravák """" ( PD ) ",,"projekt umožnit výhled na samý centrum Brno , což bohužel teď být možný , být ten skvělý místo pro rodina s dítě , pro mladý i důchodce , místo k relaxace . z rozhledna být možno pozorovat krásný východ slunce s panoráma Brno . ",1
246,pítko u ovál v Maloměřicích-Obřan ,,"člověk a jejich zvířecí kamarád se být moct v parný den snadno osvěžit , aniž by člověk muset mít peníz , brát se lahev , nebo jít někam k hospoda , kde být hodně kuřák a člověk muset stát fronta . nic podobný nikde poblíž být . v oblast se pohybovat hodně člověk , většina sportující na kolo , brusle , běhající . současně např . při trénink na ovál v léto být žádný stín , takže nějaký osvěžení by přijít vhod . ",0
247,velký zrcadlo : spodní × Čeněk Růžička ,,bezpečnost při vjíždění z ulice spodní na ulice Čeněk Růžička . ,0
248,hřiště na Blažkův na lesný ,,"obnova hřiště na ulice Blažkův na lesný . rozšíření hřiště tak , aby poskytovat zázemí všechen generace od předškolní dítě , přes školák až po dospělí a senior . ",1
249,hravě a bezpečně k Žebětínský rybník ,,"stezka umožnit obyvatel Žebětín , kam a horní častit Bystrc dojít bezpečně pešek k zastávka „ Žebětínský rybník “ a k přírodní památka Žebětínský rybník tak , že odvést pohyb chodec od vytížený křižovatka mezi ulice Kamech a Hostislavův . posloužit všechen dítě k zábava i vzdělání , k poznání a ochrana příroda . ",1
250,EKOPark Žabovřeský louka ,,"projekt EKOPark zvyšovat ekologický stabilita území , rozšiřovat jeho biodiverzita a mikroklima a zvyšovat schopnost zadržovat v krajina voda . plnit i rekreační funkce a přinášet možnost sportovní vyžití pro dítě a široký veřejnost . projekt EKOPark Žabovřeský louka být v rozpor s územní plán statutární město Brno . ",1
251,balanční hra na kraví hora ,,"balanční hra nabízet nový alternativa aktivní trávení volný čas pro kabrňák všechen věkový kategorie . pohyb na čerstvý vzduch s přítel zlepšovat nejen fyzický a psychický kondice , ale také upevňovat mezilidský vztah a pomáhat tak v život nalézt ten správný rovnováha . ",1
252,Skatepark Černovice ,,motivace a umožnění atraktivní pohybový aktivita sportovně organizovaný mládež . ,1
253,travnatý hřiště Černovice ,,"přínos projekt spočívat v rozšíření možnost trávení volný čas pro velký počet sportovec . předpokládaný uživatel být rodina s dítě , aktivní sportovec i sportovně organizovaný mládež . ",1
254,veřejný kavárna ,,,0
255,MendelPointo u Mendel ,,,1
256,Mendel pointa na Špilberka ,,,1
257,veřejný osvětlení hřiště u ZŠ Vejrostův ,,,1
258,smyslový park ,,,1
259,za voda v Líšeň ,,,1
260,demontovatelný MHD přístřešek ,,,0
261,vítr v vlas - cyklistika pro senior ,,,1
262,půlící stěna - bazén za Lužánka ( #num# m ) ,,,1
263,řečkovický cyklostezka ,,,1
264,Špicovní Heršpice ,,,1
265,zelený parkoviště ( PD ) ,,,1
266,obnovení park při ul . tkalcovský ,,,1
267,hřiště na NOHEC ,,,1
268,"letní kino , grilování , zábava v slatina ",,,1
269,oprava památka v Líšeň ,,,1
270,ovocný sad v rokle ,,,1
271,Wilsonův les - křížový cesta ,,,1
272,oprava účelový komunikace NN #num# . ,,,0
273,amfiteátr na pryglo ,,,1
274,obnova socha lovec sob u Anthropos ,,,0
275,Hvězda Brno ,,,0
276,WORKOUTOVÉ hřiště nejen pro JEHNIČÁKY ,,,1
277,přístup na rozhledna Holedný z Komín ,,,1
278,oživit parčík u vozovna Husovice ,,,1
279,psí park pro Krpole ,,,0
280,na třešeň do Líšeň ,,,1
281,zamilovaný hájek budoucí generace ,,,1
282,Kruháč pro ZŠ Bakalka ,,,1
283,PARKOUR a WORKOUT v Komín ,,,1
284,obnova ústřední hřbitov ,,,1
285,INFOBANNERY pro Brno ,,,1
286,sport Žabovřeský louka : #num# #num# -Lukostřelba ,,,1
287,vodní hřiště v Líšeň ,,,1
288,knížka z Ukrajina pro dítě a rodič ,,,1
289,evropský devětadvacítka ( jiný slovanský ) ,,,1
290,hřiště s lanový a parkour prvek Komín ,,,1
291,stávat v Žebětín hrad ? ,,,1
292,obnova hrob na brněnský hřbitov ,,,1
293,jediný kaple sv . Dobroslav v rodný země ,,,1
294,s rikša-kol po Brno za kultura ,,,0
295,"Relax , gril , pláž , hrátky v Komín ",,,1
296,#num# jamkový discgolfový hřiště ,,,1
297,náves – komunitní prostor v Mokré hora ,,,1
298,zastínění dětský hřiště v Bystrc ,,,0
299,umění s tématika ochrana zvíře ,,,1
300,cyklostezka Hradecká ,,,1
301,revitalizace hřiště v Julco ,,,1
302,Flow skatepark ,,,1
303,náhrada kamenný alej Soběšická ,,,1
304,kostelní zmola pro sportovní aktivita ,,,0
305,pracovna v park ,,,1
306,dobrý péče pro zdraví strom ,,,1
307,multifunkční hřiště v Komece ,,,0
308,bezbariérový přístup do Tyršův sad ,,,0
309,vnitroblok u Boženka ,,,0
310,živý Brno ,,,0
311,Vodák na Svratka ,,,1
312,tkalcovna Brno ,,,1
313,kompostovat Brno ! ,,,1
314,Tyršův gril ,,,0
315,odpočinkový lavička – Brno-Vinohrad #num# ,,,1
316,rozšíření parkoviště u obora Holedný ,,,1
317,vybudování šikmý parkování ,,,1
318,osvětlení na úpatí kraví hora ,,,0
319,pomník parašutista skupina SILVER B ,,,1
320,pomoct zvíře ,,,1
321,zeleň na moravský náměstí ,,,1
322,úprava šířka parkovací místo – nový Lískovec ,,,1
323,toulka brněnský minulost ,,,1
324,čistý Brno bez holub ! ,,,1
325,revitalizace sportovní areál – Bystrc ,,,1
326,revitalizace vinohradský fontána ,,,1
327,revitalizace úprava Mendlův náměstí ,,,1
328,systém ponorný stěna – bazén za Lužánka ,,,1
329,naučný stezka kolem Svitava a okolí ,,,1
330,lukostřelba na ostrov ,,,1
331,osvěžit letní srst ,,,0
332,víceúčelový hřiště Řečkovice ,,,1
333,revitalizace prostor před ZŠ a MŠ úvoz ,,,1
334,zachránit strom před sucho ,,,1
335,hřiště přístaviště sokolský koupaliště ,,,1
336,zdravotní pohádkový maskot ,,,1
337,úprava park horní Heršpice ,,,1
338,nový skatepark v Brno ,,,0
339,obnova pomník císař Josef II . ,,,0
340,multifunkční hřiště v nový Lískovec ,,,1
341,revitalizace Wainerův náměstí ,,,1
342,na vyhlídka o dva koš mnoho ,,,1
343,mlžný ostrov plný zeleň ,,,1
344,mnoho veřejný WC na přehrada ! ,,,1
345,fit stezka a dětský hřiště v Jehnice ,,,0
346,dostupný čerstvý pitný voda pro všechen ,,,1
347,turistický atrakce – ideální fotografie ,,,0
348,podpora mladý člověk opouštějící dětský domov ,,,1
349,Cyklobox pro bezpečný uložení kolit ,,,1
350,nový park pro Králův pole ,,,1
351,Mlékomat v Obřany ,,,0
352,Kolobko-park mezi Vinohrady a Líšeň ,,,1
353,rekonstrukce kuželna na veveří ,,,1
354,sportovat na Svratka ,,,1
355,legalizace vyšlapaný cesta ,,,0
356,zamykatelný skříňka v park Lužánka ,,,1
357,zeleň a hřiště na sever ,,,1
358,podpůrný program pro rodina dlouhodobě léčící se pacient ,,,0
359,vodní prvek v centrum MČ Brno-Jehnice ,,,0
360,výběh pro pes v centr Brno ,,,0
361,halo VODOVA – bezbariérový ,,,1
362,krytý parkoviště s solární střecha ,,,0
363,čistý MHD ! ,,,0
364,renovace vestibul na ZŠ hroznový ,,,1
365,veřejný toaleta v zamilovaný hájek ,,,1
366,hřiště na malý kopaná ,,,1
367,konec zneužívání duševně nemocný ,,,1
368,bruslení na led v Bystrc ,,,0
369,bezpečný silnice v Bohunice ,,,0
370,Židenický stepní stráň ještě jeden ,,,0
371,Akátecký kozincový louka ,,,0
372,Brno swapovat ! ,,,1
373,funkční porucha hybnost u dítě ,,,1
374,Vícegenerační hřiště v nový Lískovec ,,,1
375,sport Žabovřeský louka : lukostřelba ,,,1
376,multifunkční hřiště v Komín ,,,1
377,umění s téma ochrana zvíře ,,,1
378,chodník NC Králův pole ,,,0
379,sedadlo v mhd v prostřed ,,,0
380,​ výletní posed nad Komín ,,,1
381,sportovní a dětský park sladovnický ,,,0
382,vánoční strom-výročit #num# let v rok #num# ,,,1
383,propojení Trýbův a Tomešovi ,,,0
384,třídit v Lužánka hezky - pozdemní kontejner do Lužánka ,,,0
385,altánek na sídliště v Brně-Komárův ,,,0
386,záchod na kraví hora ,,,1
387,lávka přes heršpický ,,,1
388,povolení průjezd cyklista skrz Malinovský náměstí ,,,1
389,omezení doprava na Svoboďák a v okolí ,,,1
390,vyhrazený parkoviště pro invalida ,,,1
391,venkovní posilovna pro senior na novoměstský ,,,1
392,graffiti MHD ,,,0
393,"stop pálení listí , rád čistý vzduch ",,,1
394,vycházkový okruh nejen pro pejskař kostelíček - Líšeň ,,,0
395,Coworking v Lužánka ,,,1
396,schodiště bašta ,,,1
397,KOHRADA - komunitní zahrada s studna u dopravní hřiště ,,,1
398,letohrádek Mitrovský jako informační centrum . Brno ,,,1
399,vysavač na psí výkal s obsluha ,,,0
400,chodníkový podjezd podél řeka Svratka ( pěší a cyklista ) ,,,1
401,Brno bavit se ,,,1
402,chodník mezi zastávka Anthroposa a nový Lískovec ,,,1
403,zastávka bez vajgl ,,,1
404,parkování na ulice drobný ,,,1
405,rozšíření parkoviště u dům na tř . generál píka #num# ,,,1
406,cyklistický obousměrka z mariánský údolí ,,,0
407,dopravní hřiště v areál Bzzukot ,,,0
408,park a naučný stezka Kurt Gödel ,,,1
409,senior centrum Brno ,,,1
410,počítačový gramotnost senior ,,,1
411,správce městský mobiliář ,,,0
412,kousek městský divočina na sídliště Králův pole ,,,1
413,Cyklopruh nádražní ,,,1
414,Wi-F zdarma na Hlavák a na český ,,,1
415,nový mostek pro pěší : rybářský - Táborského nábřeží ,,,0
416,"revitalizace park na nový náměstí , Brno-Řečkovice ",,,1
417,zastínění dětský hřiště u rybník v Brně-Medlánka ,,,1
418,dětský hřiště na Táborského nábřeží ,,,1
419,kamenný kolonie - Piazzet ,,,1
420,stolní tenis na chaloupecký náměstí ,,,1
421,stát na červená - dávat dítě špatný příklad ,,,1
422,točna Ečerov - skalka na kolej ,,,0
423,městský divočina ,,,1
424,bezpečný přechod přes starý dálnice ,,,1
425,"Brno , vypustit drak do ulice ! rodina s dítě , turista , všechen on být milovat ! ",,,0
426,dobrý parkování na uhelný ,,,1
427,zelený vlna pro Vinohrady ,,,1
428,odbočení u Domin park ,,,1
429,dobrodružný hřiště halda ,,,1
430,bezpečný „ kruhový “ objezd na lesný ,,,1
431,mostka přes Vrbovec v pekárna ,,,0
432,bezpečnost dítě před MŠ LAŠTŮVKOVÁ ,,,0
433,přechod pro chodec ,,,0
434,knihovna - pulzující křižovatka Starého Brno ,,,1
435,oplocení výběh pro pes na ulice ukrajinský ,,,1
436,změna trasa v rozjezd ,,,0
437,očista kraví hora a okolí ,,,1
438,"... a co mrňousek , mít se kde hrát ? ",,,1
439,industriální naučný stezka u řeka Svitava ,,,1
440,plastik k hra a odpočinek v Jundrov ,,,1
441,přechod Mášov <:<:kIx( - > moravský my . ,,,1
442,stání pro karavan / obytný vůz ,,,1
443,Halasův náměstí čistá a zelená ,,,0
444,zelený střecha - sál Břetislav Bakal ,,,1
445,odpočívadlo - náves - na Mokré hoře ,,,1
446,rozšíření fitnessa park kolečko ,,,1
447,tajemství žebětínský hrad a velehradský kaple P. Maria ,,,1
448,zachránit Brno ! ,,,1
449,tramvajový zastávka vídeňský typ Dobrovského ,,,0
450,doma ? nic ,,,1
451,město moravský král ,,,1
452,bez kniha ten jít ,,,1
453,obecní sad pro Bohunice a starý Lískovec ,,,1
454,třešňový alej kostelíček - Líšeň ,,,0
455,průchod z ulice porážka na nábřeží Svitava ,,,1
456,Kultůůra urobit se sám ,,,1
457,mapa Brno pro pěší ,,,0
458,ZaHrátek - komunitní zahrada a hřiště na lesný ,,,1
459,"šach , deskovka , posezení v stín u dobrý káva ",,,1
460,průchod z Kudrnův do lesíček ,,,1
461,mozaika v ulice ,,,0
462,zatravněný štěrkový pomocný parkoviště pod hřbitov ,,,1
463,chodník k parkoviště žitný Řečkovice ,,,1
464,cyklistický obousměrka podbělový ,,,0
465,květinový záhon u morový sloup ,,,0
466,plot na komunitní a volnočasový centrum s zázemí pro kraví hora ,,,1
467,zrcadlo na dva přednost zprava na Jano Uher ,,,0
468,revitalizace rekreační plocha na ulice luční v Žabovřesky ,,,1
469,Discgolf v akátek ,,,1
470,pingpongový stůl Tuřanský náměstí ,,,1
471,park Libuška ,,,1
