project_name,project_description,public_interest,status
bezbariérově z podchod k žebětínský !,"rampa nahrazující spodní rameno stávající schodiště a pokračující přímo k žebětínský . dostat se s kočárek , natož na invalidní vozík , z spodní patro Lipsko k žebětínský znamenat velký oklika , ztracený spád nebo překonání prudký rampa . nebo všechen dohromady . oklika a strmost platit i pro pouhý vystoupání z spodní patro k zastávka . městský pozemek pod Lipsko a na přilehlý plocha dávat příležitost otočit spodní rameno schodiště , vysunout on do dnešní trávník a ten získat prostor pro chodník vedoucí bez schod a v mírný sklon směr k žebětínský . v místo , kde se být výškově vyrovnávat s stávající chodník vedoucí k Źebětínský se k on jeden větev připojit a druhý větev moci vést krátký trasa k Vaňhalův , ať lidé mít tendence vyšlapávat pěšina .","zatraktivnění bezpečný trasa od zastávka Stamicův k žebětínský podchod , podstatný zkrácení a zmírnění trasa lidé s kočárek nebo s omezení pohyb .",0
ideální cyklotrasa do Líšeň,"trasa mít samý výhoda : při jízda téměř poznat , že jet do kopec , kromě křížení s ulice Drčkov muset mít obava o kolize s motorový doprava . jet příroda . trasa být zajímavý i pro obyvatel Líšeň , který moci jít pěšky na Stránská skála . v MČ Líšeň žít přibližně 27 tisíc obyvatel . jednat se o MČ , který být na okraj urbanizovaný část město a být spojit souvislý nebo skoro souvislý zástavba s okolní městský část . jediný sousedící MČ být sídliště Vinohrady i Vinohrady být poměrně izolovaný a výškově "" nadřazený "" okolí . ani vedení MHD ten být ideální . jediný přímý spoj s centrum být linka číslo . 8 . pro řada obyvatel být proto dobrý dopravní prostředek kolo . jenže obrovský nevýhoda cyklodoprava z centrum do Líšeň být nutnost vyjet dva kopec . jeden z Židenice na malý Klajdovka a druhý na Jírův nebo Trnkův . pro řada obyvatel se navíc jednat o nutnost další sjezd ( a v opačný směr stoupání ) například do oblast Karlův náměstí , což být střed "" starý "" Líšeň . do starý Líšeň i do nový zástavba kolem ulice Holzův i do okolí ulice Jírov se dát přitom dostat ideální trasa vedený od zastávka tramvaj Stránská skála po trasa bývalý , už desítka léta používaný železnice . trasa mít samý výhoda : při jízda téměř poznat , že jet do kopec , kromě křížení s ulice Drčkov muset mít obava o kolize s motorový doprava . jet příroda . trasa být zajímavý i pro obyvatel Líšeň , který se moci udělat výlet na Stránská skála . město Brno se sice snažit drážní těleso využít k stavba tramvajový trať Stránská skála  Holzův / letecký , ale nicméně v horizont pět až deset léta být reálný stavba dokončit . mimo jiný i proto , že počet obyvatel , který být moci tramvaj využívat , být v uvedený časový úsek dostatečný . Brno z tento důvod blokovat využití koridor pro vedení cyklostezka v finální stav . navrhovat proto , aby v úsek konečná tramvaj číslo . 10 Stránská skála  Drčkův ( Holzův ) dojít k dočasný využití drážní těleso k stavba cyklostezka bez asfalový povrch , navrhovat zasypání jemný kamenivo , ( frakce 5 až 10 milimetr ) a zaválcování . velký výhoda být , že kamenivo původní železnice být použitelný . částečně být zapotřebí odstranit starý pražec . část práce být možný udělat pomocí aktivista .",zlepšení dostupnost východní část Brno motorový doprava .,1
přírodní park v Brno Bohunice,"chtít dostat více příroda mezi panelák , aby lidé udělat pár krok a moci po náročný den , načerpat nový energie . příroda být nikdy dost , zvlášť v dnešní doba , kdy převážně dostat zelený developer . park být vybudovat v bývalý areál střední zahradnický škola na ulice lát 161 / 34 v Brno Bohunice . park osázet strom převážně dub , borovice a keř . udělat zatravněný plocha , kde být lidé roztáhnout deka . kolem dokola být být chodník , aby zde dítě moci jezdit na kolo a dospělý běhat . chybět být lavička k odpočinek . využít být se moci i stávající rybník , kde být dítě krmit kachna . projekt navrhovat , protože my hrozně rád příroda a park já v Bohunice hrozně moc chybět . projekt být sloužit k odpočinek pro všechen generace .",více příroda mezi panelák . možnost sport a načerpání síla v dnešní uspěchaný doba .,0
jehnický hřišťátko nejen pro Jehničák,"na konec městský část jehnice , směr na oblíbený turistický trasa , mířící do Ořešín , Soběšice i Útěchov , se nacházet zatravněný plocha v vlastnictví město Brno . tento využitý prostor vybízet k vybudování herní prostor pro malý i velký . . . projekt multifunkční "" hřišťátko "" být mít sloužit pro obyvatel Jehnice , pro který být tento místo častý cíl procházka , ale také pro výletník a turista z všechen kout Brno , který celoročně putovat kolem tento plocha na svůj výprava do les , obklopující sever Brno . v poslední řada být tento končina častý cíl procházka dítě z místní základní a mateřský škola . nabízet se tedy tento loučka osadit herní prvek pro dítě a také workoutový pro mládež a dospělý . takto vybavený plocha poskytovat možnost cvičení na čerstvý vzduch vysoko uvedený široký veřejnost . rozvoj fyzický kondice , vytrvalost a síla být myslit více než jasný přínos pro občan město Brno .","jak již být uvést v předchozí kapitola , veřejný prospěch projekt spočívat v možnost sportovní vyžití všechen věkový kategorie brňan . předpokládaný uživatel být občan Jehnice , přilehlý městský část , ale také obyvatel ostatní MČ , využívající těsně sousedící frekventovaný turistický trasa .",1
Lavičky v park u konečný na Haškův,"v zeleň u konečný autobus na Lesná  Haškův být žádný lavička ani žádný vhodný místo na sezení . tento projekt navrhovat přidání parkový výbava ( lavička , odpadkový koš , . . . . ) . v přilehlý zeleň u konečný autobus na Lesná  Haškův být žádný lavička ani žádný vhodný místo na posezení . tento projekt navrhovat přidání parkový výbava ( lavička , odpadkový koš , atd ) do zeleň u konečný autobus na Lesná  Haškův . do zeleň na konečný Haškův být přidat lavička a další parkový vybavení , který využít všechen , kdo čekat na autobus , chtít se dát svačina a nebo v léto zmrzlina .","Lavičky a parkový vybavení být doplnit do zeleň , kde se nyní dát sedět pouze na země .",1
"Kamenná  odpočinek , atrakce , kultivace","propojení cesta u nábřeží Svratka s ulice kamenný stávající bezbariérový lávka . doplnění jednoduchý atrakce pro pobyt s dítě a relaxace dospělý . kultivace pozemek . na p . číslo . 766 v k . ú . Štýřice stávat dům Kamenná 42 , který ovlivňovat daný parcela , a i díky tento objekt vzniknout z dnešní pohled šťastný řešení bezbariérový přístupový cesta na pozemek p . číslo . 769 v forma ocelový lávka . snaha projekt být proměnit pozemek tak , aby on moci využít široký veřejnost – pomocí bezbariérový přístup propojit ulice . Kamenné s nábřeží Svratka pro pěší a cyklista a dále doplnit na předmětný parcela objekt k využití místní obyvatel , především dítě a mládež . celý koncept být doplnit projekt „ protipovodňový opatření nábřeží řeka Svratka “ ( viz www.voda.brno.cz ) o bezbariérový propojení .  v lokalita být jen málo místo , kde se dát trávit čas s dítě . blízký park a dětský hřiště být až za rušný silnice ( poříčí , Vídeňská , renneský třída ) . v okolí být pouze zbytkový plocha u lávka na Táborský nábřeží , kde být stín a který být využívat jako výběh pro pes . potom být tu malý zákoutí naopak věčně v stín u stezka k Anthropos , který vzniknout víceméně svépomoc . být být tedy žádoucí využít tento prostor pro klidový místo s lavička a atrakce pro dítě ( například . skluzavka , houpačka , prolézačka . . . ) a mládež a dospělý ( například . petanque , stůl pro stolní tenis , venkovní gril . . . ) .  projekt podporovat místní komunita – obyvatel kamenný kolonie , ulice táborský nábřeží , Kamenná a Ludmila konečný , vedení Lipka a spolek , který sídlit v tento oblast . o široký podpora projekt být na setkání přímo na předmětný pozemek informovat představitel statutární město Brno i městský část Brno  střed .  provozně být být dotčený pozemek oplocený u ulice Kamenná a u řeka , tak jak ten bývat u dětský hřiště , s vlastní provozní řád . být být koncepčně osázený zelení , lávka být se nechat částečně porůst vegetace a moci být využít i pro umístění haptický a další vzdělávací pomůcka související s environmentální vzdělávání ."," propojení cesta na nábřeží řeka Svratka s ulice Kamenná a ten částečný ulehčení úzký chodník na ulice Kamenná ( bezbariérový vylepšení a návaznost na plánovaný projekt protipovodňový opatření při nábřeží řeka Svratka )  „ atrakce “ pro dítě a dospělý a místo pro odpočinek , který v široký okolí chybět  kultivace stávající konstrukce lávka a revitalizace celý dotčený pozemek p . číslo . 766 a část",1
velkomoravský knihovna,"Morava v 9 . století být mnohem rozsáhlý , než dnes . k pochopení velký Morava potřebovat mít dostupný literatura i z území , který být dnes za hranice ČR . až na výjimka tento literatura ( archeologický nález , památka , pověst ) u my zcela chybět . pečlivý bádání o velký Morava mít mezioborový charakter . opírat se o archeologie 9 . století , ale také o dějiny starý i mladý a vzhledem k torzovitost zpráva i o pověst , pomístní jméno , etymologie , heraldika . . . potřebovat soustřeďovat v jeden knihovna knížka , který vyjít u my a být dostupný v běžný knihovní fond . potřebovat ale doplnit literatura , který být u my až na některý základní výjimka zcela dostupný a týkat se klíčový místo na území Morava , který být dnes za státní hranice ČR , kniha o archeologický nález , pověst aj . také kniha , který sice vyjít v minulost , ale být k dispozice oskenovaný na internet . dále v náš knihovna zcela chybět některý zásadní výsledek bádání o dějiny Evropa a Slovan , který vyjít v zahraničí , literatura o nový metoda bádání , jakož i kniha , který umožňovat pochopit náš památka a dějiny skrz srovnání s jiný slovanský i slovanský země , zejména v Evropa . cíl projekt být doplnit literatura v Brno v veřejnost dostupný knihovna o kniha , který v brněnský knihovna být vůbec zastoupit , nikoli pořizovat kniha , který už v kterýkoli brněnský knihovna být . o kniha být se moci podělit s podmínka , že umožnit alespoň jeho prezenční studium všechen zájemce , různý brněnský knihovna v majetek město ( archiv město Brno , muzeum město Brno , knihovna Jiří Mahen aj . ) . z projekt být tedy získat kniha o raně středověký architektura v celý Evropa , kniha o hradiště a některý archeologický nález od neolit po 13 . století , o románský umění včetně architektura , rotunda , zasvěcení kostel , erb , pečeť , šlechtický rod , pověst , místní jméno ( nejen obec ) a jeho výklad , o runový nápis , hlaholice , počátek cyrilice , velkomoravský svatý ( svatý . Dobroslav , svatý Sedmipočetník a jiný ) . k ten veškerý základní literatura o klíčový místo někdejší území Morava ( Blatnohrad , Nitra , Bratislava , Bezprim , Bihar aj . ) a místo související . jaký kniha být uvítat vy ?","jaký mít smysl , uvažovat o dějiny velkomoravský stát v hranice , vzniklý stovka léta po jeho rozpad ? jak moci studovat dějiny Morava v 9 . století , když u my mít žádný literatura ani o některý centrum tehdejší moravský stát ? lze chápat některý památka ( hmotný i hmotný ) , když na území dnešní Morava jít o unikát a pro absence příslušný zahraniční literatura mít možnost zjistit , zda existovat obdoba v jiný země a pokud existovat , lze k on zjistit žádný podrobnost ?",1
park pro Majdalenka,"navrhovat zvelebení centrální pás zeleň na Majdalenka do parkový úprava . park přinášet lavička , úprava cesta , bezbariérový úprava chodník , strom , keř a další prvek , který vytvořit centrální místo pro komunitní setkávání a odpočinek . navrhovat zvelebení centrální pás zeleň na Majdalenka do parkový úprava . tento pozemek zůstat dlouho dokončený a vlastník udržovaný poté , co proběhnout výstavba ulice Majdalenka ( dokončení rok 1999 ) , ulice Dusíkův a Orion ( dokončení v léta 2007 a 2009 ) . pozemek být doposud jen udržovaný volný plocha v vlastnictví developer , který rozdělovat sídelní celek , přes který se procházet na cesta na autobus , na nákup , či při procházka s dítě či pejsek . v rok 2019 se podařit společný úsilí místní SVJ , spolek Majdalenka a město Brno převést tento pozemek do majetek město . město odkoupit pozemek v veřejný zájem . na území navrhovat následující prvek , který z místo udělat zóna pro setkávání , relaxace i pohybový vyžití pro dítě i mládež : 1 . vybudování veřejný prostor , který být zcelit oba sídliště do jeden sídelní celek a napomoci tak vytvoření komunitní prostor . 2 . vybudování centrální místo pro setkávání , odpočinek a posezení . 3 . vysazení strom a keř , a trvalkový záhon , aby se odstínit parkový zóna od zaparkovaný vozidlo okolo a prostor zastínit strom . 4 . zpevnění a úprava vyšlapaný přírodní cesta . 5 . propojení ulice Majdalenka a Dusíkův bezbariérový chodník , který se obyvatel dostat do místní nákupní centrum a k konečná autobus . 6 . další drobný parkový vybavení : odpadkový koš , stojan pro kolo , přírodní herní prvek , elektrický přípojka , pro konání komunitní akce ( promítání , občerstvení , hudba ) .","konečně být možný propojit oba část sídliště civilizovaný cesta i s zachování cesta přírodní . navržený parkový úprava získat obyvatel prostor pro odpočinek , komunitní setkávání , stát se z on místo k trávení volný čas dítě i dospělý všechen věkový kategorie . myslit také na biodiverzita a navrhovat strom , keř i luční porost , aby být podpořit život včela a další hmyz . bezbariérový chodník také zjednodušit pohyb přes pozemek rodič s kočárek a hendikepovaný na vozík .",1
cestovat do zakázaný svět : kniha,"existovat ještě cestovní ruch ? nebo být svět za další železný opona ? a na jak dlouho ? moci do svět ? a moci svět k my ? kniha v brněnský knihovna ? o památka , dějiny , záhada , legenda , jméno , symbol , tradice  a třeba i jídlo ? z 191 další členský stát OSN a z jiný území moci získat pro brněnský městský knihovna kniha , který my umožnit poznávat všechen , na co stačit internet . pokud být znovu otevřít hranice , investice se vyplatit pro plánování cesta nejen prst na mapa , pro práce vědec , průvodce , architekt , designér i cukrář . . . cesta být zavřený , ale z Brno moci přesto udělat světový metropole . Oxford s Sorbonna se moci dát dostaveníčko v Brno . . . já být se líbit , kdyby jednou v Anglie , Amerika i v Francie snít o možnost studovat v Brno , město s prestižní knihovna . . . kdyby náš kniha muset skenovat jen v Amerika , ale my moci otvírat náruč kniha z jiný kontinent pro druhý . . . . udělat první krok ? i on kdysi začínat . . .","Brno ne jako provinční město kdesi na divoký východ , ale jako brána vzdělanost  historik , architekt , cukrář i designér . . .",1
mobilní kluziště v slatina,"realizace a provoz mobilní kluziště s ledový plocha na veřejný sportoviště jihomoravský náměstí v Brno  slatina . hřejivý letní měsíc nabízet zpravidla spousta sportovní vyžití , ale co dělat v zima ? obzvláště pak v zimní měsíc , který poslední rok zima připomínat jen stěží ? čas se měnit a s on i klimatický podmínka , který v současnost umožňovat jen střípek ten , co být možný dříve . rád být , aby pro slatiňák a vůbec všechen příznivec bruslení vzniknout na sportovní hřiště jihomoravský náměstí moderní mobilní kluziště s ledový plocha , díky který být dostat tento lokalita nový rozměr a být celoročně využitelný pro sportovní účel . být přesvědčit , že být kluziště sloužit všechen slatiňák , škola a školka v blízký okolí a zájmový skupina .",realizace mobilní kluziště zajistit celoroční využití sportovní areál pro široký veřejnost .,1
dát za Lužánky Š ( v ) Ance mladý,"jít společně podpořit myšlenka vybudování nový tréninkový centrum mládež v areál bývalý stadion za Lužánky . hlasovat pro projekt přihlášený brněnský patriot Petr Švancara a dát na legendární místo šance mladý . přesně před 5 léta se na stadion za Lužánky loučit s fotbalový kariéra brněnský patriot Petr Švancara . společně s bývalý hráč a fanoušek se tento otřelý akce pokusit oživit snaha o výstavba nový stadion . ten se bohužel povést , návrat profesionální fotbalista za Lužánky zhatit vyřešitelný majetkový vztah , určitě ten však vyprchat touha o smysluplný využití lokalita , jenž mít pro brněnský sportovec tak specifický a magický genius loci . a letos se konečně moci touha proměnit v reálný skutek . v areál sportovní svatostánek , v který být k vidění velkolepý sportovní bitva , být totiž moci vzniknout jeden z velký tréninkový centrum mládež v brněnský region . autor myšlenka na oživení prostor stadion za Lužánky být symbolicky opět Petr Švancar , který se společně s bývalý hráč a družstvo fanoušek věřit zbrojovka nikdy vzdát naděje na využití legendární místo v prospěch brněnský sport . čtyři nově vybudovaný hřiště s zázemí v centrum město být využívat jen mladý fotbalista z různý brněnský klub , ale stejně jako dosud být zde najít tréninkový azyl i hráč florbal , americký fotbal , lakros , frisbee a další sport . kromě sportovní akce být areál moci posloužit také festival , koncert či divadelní představení . pokud Brňan projekt nový tréninkový centrum letos posvětit svůj hlas , realizace už být stát nic v cesta a nový generace sportovní talent se za Lužánky být moci prohánět už příští rok .","nový tréninkový centrum mládež za Lužánky být moci využívat jen mladý fotbalista , ale také hráč florbal , americký fotbal , lakros , frisbee a další sport . dát na legendární místo Š ( v ) ANCI mladý .",1
stezka pro pěší z Veveří na kraví hora,"cesta mezi Platinie a areál TJ Moravan být chodec hojně využívaný , ale v naprosto vyhovující stav . úprava cesta plynule navázat na nově vydlážděný stezka kolem GML a umožnit návštěvník kraví hora bezpečný průchod z Veveří směr k hvězdárna . z ulice Veveří se dát projít k hvězdárna na vrchol kraví hora rychlý a chodec hojně využívaný stezka , který být ale v velmi špatný stav . začínat mezi jezdecký areál TJ Moravan a administrativní centrum Platinium a pokračovat kolem gymnázium Matyáš Lerch , lužický ulice , a končit přímo u hvězdárna . zatímco úsek kolem gymnázium Matyáš Lerch být již nově vydláždit , úvodní část cesta z Veveří k gymnázium být zpevněný , pouze vyšlapaný chodec . chybět osvětlení , průchod bránit mnohý terénní rovnost a náletový dřevina , po déšť být cesta špatně schůdný , pro kočárek téměř sjízdný . pozemek být v vlastnictví statutární město Brno ( parcela číslo . 2828 ) a volně navazovat na zpevněný plocha sousední parcela . vytvoření stezka pro pěší navázat na již realizovaný stezka kolem gymnázium Matyáš Lerch a umožnit obyvatel okolní dům a návštěvník kraví hora důstojný a bezpečný průchod na Veveří . projekt řešit realizace zpevněný cesta mezi Platinie a areál TJ Moravan na parcela číslo . 2828 . v navazující projekt být být vhodný pokračovat úprava úsek z lužický ulice k hvězdárna na parcela číslo . 811 , také na obecní pozemek . náklad na pořízení zohledňovat složitost území , úprava kanalizace , který vystupovat nad úroveň pozemek a absence infrastruktura na pozemek .","zpřístupnění ulice Žižkov a kraví hora z ulice veveří , od areál Platinium . předpokládaný uživatel být chodec , který dosud využívat vyšlapaný cesta s mnoho terénní rovnost .",1
petanque na Lesná,"na Lesná mít sposta hřiště , ale na žádný být procha pro hraní hra petanque . tento projekt navrhovat výstavba hřiště na petangue . tento projekt navrhovat na něterý z stávající hřiště na Lesná vystavět plocha pro pro hraní hra petanque . předpokládat se umístění dva hřiště ma penaque na jeden stávající hřiště na lesný , ideálně v blízkost čertův rokle , přesný místo být vybrat po diskuze s městský část .","možnost zahrát se penaque na některý hřiště na Lesná . přesný umístění být vybrat po dohoda s městský část , předpokládat se umístění v blízkost čertův rokle .",0
parkovací dům v slatina ( PD ),"prověření možnost rozšíření parkovací místo vybudování parkovací dům na parkoviště bučovický , dědický , kroměřížský , Prostějovská , rousínovský a strážnický ( PD ) . určitě ten zažít každý z my , přijet po perný den z práce a místo klidný podvečer s blízký na vy čekat objíždění sídliště a boj o parkovací místo . co kdyby místo vybetonovaný plocha s dostatečný kapacita stát na současný místo vícepodlažní parkovací dům ? vidět jednoduchý konstrukce s otevřený postranní stěna , s dostatek přirozený světlo a proudění venkovní vzduch . co teprve kdyby venkovní konstrukce obepínat všudypřítomný zeleň ? co vy na ten ? jít do ten s já ?","veřejný prospěch vidět v zvýšení komfort bydlení pro uživatel bytový dům a všechen návštěvník městský část , který tak být mít zajistit bezproblémový parkování . zanedbatelný přínos být mimo jiný také zlepšení životní prostředí a estetično .",1
moravský hudba zdarma v mobil,"v archiv být řada notový záznam od moravský hudební skladatel , jehož hudba být nikdy slyšet , protože on nikdo nahrát . moci vytvořit internetový stránka s mezzopiano 3 a k on aplikace do mobilní telefon , skladba být stahovat zdarma . zpřístupnit jednotlivý skladba  alespoň po jeden skladba od co velký počet hudební skladatel , který se narodit na Morava , včetně dříve moravský území ( od Nisa přes Prudnik a Hlubčice po Ratiboř ) , v Záhorí a část dnešní Rakousko až po Dunaj mezi Línec a Bratislava . vážný hudba  třeba barokní varhanní i hudba současný ( písnička pop music aj . ) , převážně , ale nikoli výhradně , už žijící skladatel . jméno , který být dostupný v obchod i na internet ( Leoš Janáček ) být vynechat , upřednostnit být naopak jméno ten osobnost , který nikdy mít samostatný LP deska , audiokazeta ani CD a jehož skladba nabízet youtube.com ani žádný jiný internetový stránka . skladba být nahrát v libovolný elektronický formát ( například . mezzopiano 3 ) , který být možný zdarma stáhnout z web do počítač nebo prostřednictví aplikace přímo do mobilní telefon . zvláštní zřetel být klást na hudební skladatel narozený v Brno , přičemž výběr skladba být dávat přednost harmonický skladba před hudební experiment , který většina posluchač "" rozumět "" .","báječný reklama pro Brno jako pro metropole světový kultura . za půl tisíciletí být nastřádat úžasný poklad v notový záznam , který ale ležet ladem , protože být z notový záznam v archiv pro většina lidé mimo hudebník absolutně přístupný . v doba , kdy být cestování celosvětově omezit , moci Brno přitáhnout pozornost celý svět jako město , který se vázat kultura a být přínos pro celý civilizovaný svět . počet jméno náš skladatel , s dostupný hudba poskočit o desítka !",1
nový dětský hřiště v Björnsonův sad,"podstata navrhovaný projekt být rozšíření stávající skromný dětský hřiště v Björnsonův sad o nový zábavný herní prvek pro dítě všechen věkový kategorie . poté co být v rok 2015 úspěšně dokončit rekonstrukce Björnsovon sad , stát se sad hojně využívaný místo pro odpočinek a setkávání obyvatel město . velký podíl návštevník Björnsonův sad tvořit rodič s malý ďět všechen věkový kategorie , který nyní moci využít k zábava v zásada pouze dva herní prvek , a ten pískoviště a dřevěný prolízka . v sad probíhat během sezona mnoho piknikový dětský oslava , rodinný , sousedský a přátelský setkání a domnívat se proto , že být se instalace další herní prvek jako být věžový sestava ( hrad ) s skluzavka , kolotoč , pružinový a klasický houpačka , houpačka hnízdo , dětský domeček apod . sad plně zasloužit . radost být mít nejen dítě , ale také rodič a prarodič . vzhledem k ten , že v budoucno dojít k pravďepodobný přesun dětský lékař z bílý dům do poliklinika zahradníkův se dát předpokládat , že sad být hojně využívat i dítě nejen z blízký okolí , ale i dítě , který se jít rozptýlit po návštěva lékař . troufat se tvrdit , že Björnsonův sad dokázat s ohled na svůj rozloha další herní prvek spolehlivě pojmout a zajistit jeho vytíženost , aniž být ten být na úkor ostatní dětský návštěvník . v ideàlní případ být nový prvek svůj rozmístění plynule navazovat na prvek stávající .","jednoznačný veřejný prospěch z projekt být mít dítě všechen věkový kategorie navštěvující sad , a ten nejen po pohybový stránka . domnívat se , že veřejný prospěch zavnímat i rodič a prarodič , který být muset za velký nabídka herní prvek , který být uspokojit jeho ratolest , putovat do jiný vzdálený park . nový herní prvek také přilákat rodina z široký okolí což bezesporu přispět k další oživení a smysluplný využití veřejný prostor .",1
datování a dokumentace mizející Brno,"vítězný bestie být manifest moravský spisovatel z rok 1897 proti ničení památka v Čechy . i dnes , v digitální fotografie , v Brno mizet staletý stavba , o který nic vědět . poznat , co ještě stát , zůstat my alespoň fotografie , až další staletý dům rozjet buldozer . Brno sám se považovat za světový metropole moderní architektura . jenže světový vila my v Brno projektovat Němec a odkaz náš rodák , zakladatel moderní architektura mít i svůj stinný stránka . zvládat architektura oproštěný od ornament stavět město stejně útulně a harmonicky , jako ten dokázat starý mistr ? dekor dávat práce slabý architekt snesitelný podoba . nešvar v architektura , urbanismus i památkový péče většina z my míjet mlčky . škoda být vratný , starý barabizna nikdo boří , bagr hryzat chlouba Brno . být vůbec v město vidět přítomnost fakulta architektura a několik ústav památkový péče nebo útvar hlavní architekt ? ten , co na Brno být možný obdivovat , vyplynout za Rakousko  Uhersko především z regulace . existovat nějaký regulace dnes ? co do výška budova , nadstavba , štuk a plastový okno na starý dům ? po rok 1989 v Brno zmizet barokní i secesní dům . a i když velký škoda páchat na dům z 19 . století ( týkat se i celý ulice a čtvrť ) , připomenout , že když v Brno z podnět tehdejší německy mluvící radnice bourat barokní a rokokový palác , být ten tehdy budova starý někdy "" jen "" 100 léta . z některý zůstat ani fotka , přestože starý foto z Brno být z 1841  06  10 . díky tento "" modernizace "" město být v centrum dům s více patro , ale jít o dům laciný a zřídka hnusný . Brno chudnout , turista město míjet . moci lkát u obraz malebný město Brno z předchozí doba . s souhlas úřad dnes mizet stavba , který být prokazatelně postavit před méně 250 léta , o který nic vědět . mít úcta k vlastní minulost , krása my obtěžovat , Brno ničit sám se . poznat a datovat dům starý 100 léta ! nafocení dvorní fasáda , zdobný detail uvnitř domů  a především datování krov . a u ohrožený stavba náčrt půdorys včetně klenba . alespoň tak být vědět , jak starý být dům , který být ještě celý generace náš dítě oplakávat po náš bezohledný léta . dát on tak lepší představa o ten , jak velký být míra náš selhání !","architekt vědět , jak mít vypadat urbanismus , ale respektovat ten i v praxe ? Brno se tak topit v chaos , proluka pro parkoviště . demolice stát i milion za jeden vygumovaný stavba . s tento projekt zjistit alespoň stáří dům , který být zničit . z starý krov za 500 Kč .",1
konec graffiti v Brno,"projekt se zaměřit na vytvoření systém na odstraňování legální sprejový čmáranec . systematický včasný odstraňování graffiti odradit sprejer od ničení nemovitost . cíl být vytvořit v Brno systém podle vzor Praha 8 . v Praha 8 již dva rok úspěšně fungovat projekt Antigrafiťák www.antigrafitak.cz . být vytvořit systém , do který se moci hlásit majitel dům a byt , který mít na fasáda graffiti a firma , který graffiti odstraňovat . cíl projekt být co rychle po nastříkání nový graffiti na fasáda dům zajistit odstranění graffiti . pokud se totiž graffiti odstranit co dříve , být ten rychlý a levný . a také se ten předcházet výskyt další grafitti . systém také moci automaticky generovat hlášení pro policie a pojišťovna . stručný návrh fungování Antigraffiti systém pro Brno : 1 . do systém se nahlásit správce městský majetek , zastávka MHD , prostě všechen , který mít o odstranění graffiti zájem . ( pouze místo , který být v majetek město v první vlna projekt , v druhý vlna pak i majitel dům ) 2 . do systém se nahlásit firma , který zajišťovat odstranění graffiti . 3 . pokud majitel dům zjistit , že na fasáda dům být grafitti , zadat on do systém a grafitti firma on odstranit . systém umožnit vygenerovat hlášení pro policie a pojišťovna . možná být i aplikace antigrafitt nátěr . 4 . cíl být co rychlý a co více automatizovaný odstranění grafitti .",čistota město,0
víceúčelový hřiště v Komín,"cíl projekt být revitalizace hřiště na ulice pastvina , kde současný stav plocha hřiště být vyhovující až bezpečný . v komín existovat jen jeden víceúčelový hřiště a ten na ulice pastvina  mezi dítě známý jako klec . od rok 2006 , kdy hřiště vzniknout , zaznamenat povrch hřiště určitý změna  být zvlněný díky vnější známý vliv . tento zvlnění se stále zvětšovat a povrch hřiště se stávat vyhovující pro provozování sport . navrhovat , aby se provést průzkum a odstranit se příčina způsobující zvlnění : následně proběhnout celkový oprava hřiště za ponechání stávající dispozice hřiště . jednat se o výměna povrch , výměna či oprava oplocení a vnitřní vybavení . být být velice rád , aby Komín mít opět plně funkční víceúčelový hřiště a sportování v on být bezpečný .","bezpečný a plně funkční víceúčelový hřiště v komín , který se těšit velký obliba .",1
komunitní centrum Muzejko ( Berglův palác ),"prostor kavárna muzeum již dlouhý doba zet prázdnota . přitom být veliký škoda být využít ! a proč ne právě na přes  generační komunitní centrum , v který být se lidé každý věk moci oddechnout , popovídat se , zabavit se a vzdělávat se ! idea přes  generační komunitní centrum být spojovat všechen občan ale i návštěvník město Brno  přes náš mladý ratolest , až po starý občan město , student , pracující , maminka , turista a další . v komunitní centrum být se ( nejen starý ) člověk moci oddechnout , posadit se a napít se voda v "" oddechový zóna "" ; popovídat se s kdokoli , kdo být sedět v takzvaný . "" konverzační zóna "" ( určený pro seznamování , smysluplný rozhovor ) ; zahrát se deskový hra v "" hrací zóna "" ; dozvědět se něco zajímavý ( nejen ) z historie Brno v "" turistický a informační zóna "" , kde být být interaktivní informační panel ; pokochat s umělecký dílo ( obraz nebo socha ) v "" malý galerie "" nebo se dokonce příležitostně zatančit v tančírna na terasa Muzejka , případně se účastnit zajímavý přednáška / diskuse ( například . povídání válečný veterán ; diskuze  jak ochlazovat strom město ? nebo debata s městský zastupitelstvo apod ) . doprovodný program komunitní centrum být být dostupný vždy měsíc dopředu na stránka komunitní centrum / město Brno . v centrum být být vždy dva zaměstnanec magistrát město / Tic , který být dohlížet na bezpečný provoz centrum a případně pomáhat návštěvník se v centrum zorientovat . jinak být centrum fungovat jako samostatný organismus ( mimo akce organizovaný město ) . otevírací doba být být 10 : 00  19 : 00 ( v zimní měsíc do 18 : 00 ) , výjimka být tvořit večerní tančírna , diskuze , přednáška . Berglův palác  bývalý kavárna muzeum ( Muzejka ) mít výborný poloha v centrum město na roh lidický ulice a moravský náměstí a být tak dostupný kdokoli , kdo zavítat do centrum Brno . v krásný prostora renesančně  gotický palác být tak moci vzniknout prostor plný život , nabízející multifunkční využití pro široký škála lidé .","komunitní centrum být užitečný pro široký veřejnost díky multifunkční využití nabízející občan a návštěvník Brno odpočinek , zábava , kultura , společnost , vzdělání a mnohem více !",0
