project_name,project_description,public_interest,status
vyhrazený parkoviště invalida,vyhrazený parkoviště invalida úřad práce ČR Křenová 111 / 25 602 00 Brno nemohoucí lidé kde zaparkovat vyřizování ÚP ČR,lidé zdravotní postižení senior využívat vyhrazený parkovací místo vyřizování ÚP ČR .,1
venkovní posilovna senior novoměstský,"projekt cíl vybudování místo venkovní posilovací stroj sloužící převážně cvičení věkový skupina , převážně senior .",projekt sloužit široký veřejnost . umožnit cvičení příroda široký skupina obyvatel ( nejen ) řečkovický sídliště .,1
graffiti MHD,"MHD Brno buď unifikovaný nátěr ( nuda ) , reklama . někdy se najít graffiti , škrábanec . mladý lidé spousta amatérský , , umělec \ "" , hledat vybití právě veřejný prostor . proč vyčlenit pár vůz , umělecky posprejovat ? vůz jistě vyniknout ostatní . se najít spousta zajímavý návrh . stačit pár mladý lidé návrh , porota , veřejnost vybrat , zkrášlit vůz MHD pozdě posprejovat stejný podklad , se dávat reklama .","vůz MHD zajímavý . slovo zkrášlení vůz MHD . reklama město medium . soutěž mladý lidé , využít kreativita .",0
"stop pálení listí , rád čistý vzduch","každý chvíle se zbytečně zamořovat ovzduší pálení listí , hlavně okraj Brno velmi často zahalit kouř . vjíždět kotlinka celý dlaň , vidět . navrhovat , město vyhláška zakázat pálení listí , město . stačit přece smogový krize , zápach tisíc lidé dýchací obtíž , navíc hodně stížnost výjezda hasič . zahrádkář právo pálení hromada pozemek , protože znečištění nikdy zůstat ovzduší ! cíl projekt , město zavést sezónní služba svoz popelnice bioodpad občan , se požádat , přitom se roční poplatek navyšovat . praxe fungovat , každý občan právo placení roční poplatek město odpad nahlásit , potřebovat zajistit svoz bioodpad . město přesně zjistit poptávka konkrétní lokalita zajistit rozmístění potřebný množství popelnice / kontejner bioodpad sezónní období jaro / podzim . Toš Brňák , taky se vy eklovat furt deko nad Brnisko čistý luft ? myslit sviště !",čistý zdravý ovzduší . projekt se týkat občan město Brno .,1
vycházkový okruh nejen pejskař kostelíček Líšeň,"lokalita okolí kostelíček Líšeň velmi oblíbený nejen pejskař . místo nabízet příjemný procházka , rozhled celý Líšeň široký okolí včetně Pálava . příjemně dostupný mariánský údolí . rámec lokalita navrhovat rozšíření vycházkový okruh zaměření pejskař . okruh posloužit turista , se něco prodloužit , posedět , utrhnout se třešeň . . . zahrádka navrhovat okruh cirka 1,2 kilometr , sestávat relativně úzký pozemek spojovací pěšina . trasa navrhovat několik lavička příjemný posezení . nedílný součást samozřejmě výsadba ovocný strom , místo tradičně okolí kaple dříve velký třešňový sad . trasa navrhovat malý oplocený psí park , kde se pes pohybovat volně se psovod vyzkoušet nějaký agilita . celý trasa osázet ovocný strom , doplnit posezení , například odpadkový koš psí exkrement ( okolí bohužel vypadat 🙁 ) .","rozšíření vycházkový okruh jistě ocenit nejen pejskař , denní součást lokalita , jistě se sem rád přijít osvěžit projít zbloudilý turista , ulice Kniesův narážet průchodnost ulice . zarostlý udržovaný pozemek získat rozměr charakter útočiště nejen zmiňovaný psovod .",0
coworking Lužánky,"park Lužánky bezesporu skvělý místo odpočinek , relaxace , studium práce . každý , pokud trochu možný , strávit rád slunný den venku zavřený doma kancelář . navrhovat proto vybudovat coworkingový místo park , kde lidé nejen volný noha pracovat , uskutečňovat schůzka , networking apod . myslit se , bohatě postačit několik kus venkovní nábytek ( vyrobený například paleta ) wifi připojení ( například . umístění vedle některý stávající budova park ) . elektrifikace místo několik zásuvka dobíjení všemožný zařízení fajnový luxus , záležet proveditelnost ( nicméně park stát elektrický gril , takže možný ) náklad , takový provoz stát .","dobrý pracovní podmínka čerstvý vzduch , vázat konkrétní místo . místo setkávání pracovní báze . skvělý funkce oblíbený park . asi venkovní coworking Štatle 🙂",1
schodiště bašta,"schodiště se nacházet konec ulice bašta spojovat velmi frekventovaný zastávka sada . svah , oba místo oddělovat , současný prošlapaný cesta , ovšem kvůli strmost téměř schůdný . přesto lze často spatřit chodec , se vydávat . vizuálně schodiště navazovat existující schodiště vedoucí ulice bašta Denisův sad , tudíž se zde použít popínavý rostlina pokrytí stěna jinak vzhledný budova měnírna DPMB . schodiště vytvořit lepší spojnice sad Masarykův ulice umožnit chodec pohodlný chůze podél stromořadí ulice bašta . chodec se vyhnout rušný hlučný nádražní ulice . projekt možný navázat fáze , spočívat zatravnění zpřístupnění střecha měnírna DPMB .","schodiště ocenit , se potřebovat dostat ulice bašta rychle zastávka sada . současný využít schodiště ulice Husův vracet se zastávka . schod použít , kdo směr sad Masarykův ulice se vyhnout rušný nádražní ulice rád proto zvolit cesta podél stromořadí klidný ulice bašta . jelikož se jednat lokalita samý centrum město , navíc velký pohyb osoba , využít schodiště stovka lidé denně . projekt navíc zlepšit estetický kvalita okolí zastávka sada zapadnout celkový koncept Denisův sad . projekt znamenat přínos maloobchodník restauratér ulice bašta , jelikož se otevřít přímý cesta zastávka provozovna .",1
KOHRADA komunitní zahrada studna dopravní hřiště,"jednat se zanedbaný pozemek vzrostlý jabloň dopravní hřiště ZŠ pastvina ( minulost zahrádka ) výměra 650 metr 2 , p . číslo . 4096 / 15 . zde vy vy vybudovat veřejný zahrada , kde se kdokoli ( pokud možný komín ) natrhat / zasadit kytice květ , hrst bylinka , léčivka , ochutnat jablko . kdo , zde kdykoli něco vyplít , zalít , okopat posedět pokochat se . Kohrada právě vy , zahradničit , kde . vy , třeba čas nějaký zahrada pravidelně „ dřít “ . se občas trochu zazahradničit relax . součást projekt oplocení , zamezit volný přístup pes , vybudování vlastní studna ruční pumpa interaktivní vodní prvek dítě dospělý . Kohrada využívat edukační relaxační činnost dítě daleký mateřský základní škola .","jednat se zkrášlení veřejný využívání volný prostranství , posílení mezilidský vztah , sousedský soudržnost možnost praktický rozšíření environmentální výuka předškolní škola povinný dítě . kdokoliv nejen možnost se vypěstovat vlastní zelenina , místo setkání smysluplný trávení volný čas . vstup zdarma .",1
letohrádek Mitrovský informační centrum . Brno,"navrhovat udělat letohrádek mitrovský representační informační středisko krásný město Brno . stačit křídlo , sloužit prodej suvenýr – , prodej vstupenka , letenka podobně . střed budova třeba propagovat Brno , kraj republika . výhoda můj návrh zajištění služba . uvnitř sociální zařízení , sotva 10 metr daleko restaurace parkoviště osobní automobil několik autobus . žádný možnost Brno počítat přes deset léta .","konečně representační prostor propagace město , kraj republika . potřebný péče návštěvník Brno jaký cizinec běžně zvyklý .",1
vysavač psí výkal obsluha,"některý majitel pes bohužel miláček uklízet znepříjemňovat život ostatní obyvatel město , obzvlášť dítě , se často hrát znečištěný zelený plocha . navíc sekání tráva se výkal rozletět všude . vysavač výkal vybavení správa údržba zeleň určitý míra pomoci . projekt se počítat zaměstnání přímo práce . rozpočet zahrnout plat tři osoba , náhradní díl dobíjení vysavač používání 8 12 hodina denně . vysavač psí výkal využívat například . Lískovec .","projekt posloužit široký veřejnost , žít čistý prostředí . trávník sídliště se opět stát místo odpočinek například . park , ne záchodek domácí zvíře . lidé chodník kličkovat výkal . taky zmizet příjemný zápach , se umocňovat deštivý počasí .",0
chodníkový podjezd podél řeka Svratka ( pěší cyklista ),"důvod vhodně řešený přejezd přechod rekreační oblast podél řeka Svratka oblast ulice pisárecký ( případně ulice veslařský ) vhodný stezka umístit podjezd pod komunikace , oddělit pěší cyklistický doprava zmíněný komunikace . Benefit zvýšení bezpečnost , rychlý doprava směr pěší cyklista čekat přechod , automobil čekat semafor , zpříjemnění rekreační oblast ( oblast Anthropos příjemný prostředí , narušit přechod frekventovaný komunikace ) . podjezd využít stávající most přes řeka , se zúžit část řeka ( nadstavět ) pěší doprava se vměstnat hned vedle řeka . nákladní varianta samostatný podjezd mimo řeka podjezd , kdy se prodloužit silniční most .","pěší , cyklista , rekreace , doprava práce",1
Brno bavit SE,"projekt vzniknout citát ´ Brno , bavit ! ´ vymyslit hra , ktera skloubit nostalgický vzpomínka starý generace pohyb , mladý se přijít . zaklást tvořit starý dobrý hra bludiště , normálně podoba deska ruka se naklánět cíl dostat kulička finální díra . koncept ´ klasika ´ spojit fyzický aktivita chtěný naklánění nahradit balancování deska princip bosý , balanční cvičení velice prospěšný zdraví . část město Brno hra začlenit , nijak kazit estetický vzhled veřejný prostranství . proto plánovat celý hra umístit vylícovat terén vedle komunikace . zábavný viditelný způsob zpříjemnit den , hra narazit navíc přivést pohyb více více lidé . Místo zelný trh , Lužánky , obilný trh spousta frekventovaný místo , kudy projít desitek tisíc lidé denně . zajímavý věc , proč projekt smýt realizovat , město Evropa nápad . zároveň schopný stanoviště upozornit krásný lokalita , Brno pomalu znát .","prospěch projekt se skrývat myšlenka . veřejnost se dobře zabavit pár mince , vědomně darovat rozkvétaný Brno . lidé se zahrát Zábaní stanoviště kdykoliv , den noc zároveň darovat peníze charita sběrný automat , stát vedle . Stanovistě různý veikost nápad . ať projet kulička bludiště . zapamatovat se symfonie , poznávat zvíře nespočet nápad .",1
chodník zastávka Anthropos Lískovec,"cíl projekt vybudování chodník podél existující silnice úsek zastávka Anthropos lesní . úsek existovat úzký prošlapaný pěšina , místy zúžit rostoucí keř . chodec tedy možnost pohodlně účelně přejít zastávka Anthropos Lískovec . chodník navazovat stávající dlážděný chodník , končit 50 metr zastávka lesní . délka úsek , kde potřeba chodník dobudovat přibližně 840 metr . chodník vést podél existující silnice ( pisárecký ) , tudíž třeba budovat umělý osvětlení . absence chodník příjemný zejména situace , ujet trolejbus poté dlouho čekat následující spoj , aniž se čekání zkrátit chůze zastávka . podobný situace nastávat směr Lískovec ( zastávka lesní ) město , kdy se dojít pěšky následující zastávka Anthropos , obsluhovat více spoj zastávka lesní . vyšlapaný cesta svědčit , chodec trasa používat , zároveň se skrývat pohodlí podobně bláto rovnost .",projekt zajistit lepší pěší spojení městský část Lískovec využívat obyvatel městský část student mířící kampus .,1
zastávka bez vajgl,"dobrý den , přicházet nápad , ovšem věc , kdysi dávno zahlédnout internet velice se líbit . proč zkusit ? přesto , zastávka MHD odpadkový koš dnes se zastávka smět kouřit , hemžit se kolem zastávka spousta nedopalek , lidově říci vajgl . takový zastávka opravdu příjemný . jaký způsob donutit kuřák , vajgl házet země ? žádný příkaz , žádný restrikce , ovšem vtipný zapojení kuřák obyčejný anketa , se týkat cokoliv . vybraná ( ne ) zastávka instalovat zásobník vagl , kde každý nedopalek hlasovat , kdo například lepší fotbalista svět . vyprazdňování zásobník obsluhovat úklidový , chvíle vyprazňovat odpadkový koš zastávka . zásobník vytvořit , levný jednoduchý měnit anketa ( například vložení karta otázka ) . navrhovaný Zastávka MHD ( lze případně změnit vhodný ) : Mendlův náměstí moravský náměstí Štefánikův čtvrť nemocnice Bohunice","veřejný prospěch projekt spočívat , méně nedopalek povalující se zastávka okolí zastávka , tedy tráva , keř , apod .",1
parkování ulice Drobný,"celý ulice Drobný extrémně trpět nedostatek parkovací místo . ulice vést 4 proudý silnice naprostý nedostatek parkovací místo , což následek parkování přilehlý ulice , případně chodník pravý jízdní pruh . možnost buď ubrat jízdní pruh udělat parkoviště ( což způsobit dopravní komplikace ) snížit obrubník chodník přidat podélný parkovací místo podobně klinika .","umožnit obyvatel ulice drobný parkování dům , uvolnění parkovací místo okolní ulice umožnění příjezd lužánecký park automobil .",1
rozšíření parkoviště dům třída . generál Píka 9,"projekt rozšíření stávající veřejný parkoviště západní část třída generál Píka ( TGP ) 38 parkovací místo . parkoviště využívat student Mendelův univerzita ( TGP 7 ) , rezident bytový dům ( TGP 9 ) , návštěvník spotrovní centrum ( TGP 11 ) , rezident nájemce téměř dokončený novostavba polyfunkční dům ( TGP 13 ) . zamýšlený stavba umístit pozemek 465 / 103 . ú . černý pole soulad ČSN 736056 .",rozšíření jediný veřejný parkoviště západní část třída generál Píka .,1
cyklistický obousměrka mariánský údolí,"zpřístupnění ulice Ondráčkův , kde ulice obytný zástavba jednosměrný cyklista oba směr . oddělit se cyklistický doprava ( převážně rekreant , rodina dítě ) hlavní komunikace klidný komunikace . cyklista dále pokračovat klidný ulice podhorní Toto obnášet změna svislý dopravní značení ( stačit dodatkový tabulka ) vodorovný značení piktogram silnice .","využitelný veškerý cyklistický doprava , sportovní , rekreační . doprava se přesunout relativně frekventovaný klidný ulice .",0
dopravní hřiště areál Bzzukot,"vylepšení areál bývalý fotbalový hřiště poliklinika viniční Židenice areál Bzzzukotsko . současný zde několik příležitost vyžití mládež – skatepark , work outový hřiště , . . . část rád využívat mrně jízda odrážedlo , kolo , koloběžka brusle plést se zkušený freestyler cesta , docházet \ \ mezigenerační \ \ \ "" třenice srážka . malý dítě trénovat jízda hladký rovný plocha využívat některý lehký prvek . posouzení teď projekt vylepšení herní prvek zázemí podoba kavárna . proč vybudovat rovný rovný plocha , určený malý jezdec , podoba například . dopravní hřiště ( posloužit třeba školka škola výuka bezpečnost silnice ) ?","bezpečný místo učení zdokonalování jízda kolo , koloběžka bruslení malý dítě méně zkušený jezdec , mimo současný freestyle areál , využívat zkušený starý dítě dospělý . osvojení se základ dopravní pravidlo značka . možnost využití místní MŠ ZŠ .",0
park naučný stezka Kurt Gödel,"Kurt Gödel nějvětší vědec 20 . století . zaměření matematika , především logika , dosáhnout objev , bývat velikost srovnávat Einsteinův teorie relativita . mimo matematika dospět též zásadní výsledek fyzika přínos význam pohled filosofie . narodit se 1906 Brno . přestože slavný život dílo svět stále více cenit , připomínat Brno dvojice pamětní deska . rozdíl mnohý pojmenovat ulice podstata osoba veřejně známý . skutečnost považovat velmi smutný , protože takto významný se jistě zasloužit , se rodný město zapomenout . lidé většinou vědět , přínos dokázat se objev vůbec představit . odstranění nedostatek sloužit navrhovaný naučný stezka Kurt Gödel procházejcí park pod Husův ulice , nyní nést současnost jméno Studánka . se Kurt Gödel malý chlapec hrávat proto navrhovat přejmenovat park Kurt Gödel .","charakter stezka vzdělávací , seznámit běžný návštěvník park dílo Kurt Gödel . snaha projekt přimět návštěvník ( aspoň částečný ) ocenění výsledek Kurt Gödel . příprava jednotlivý informační panel přislíbit spolupráce vědec několik univerzita . celý projekt možný dále rozšířit architektonický prvek podoba zvýraznění stezka chodník umístění Gödelův socha prostranství studánka park . případ vícejazyčný varianta informační panel pak možný lákat sem zahraniční návštěvník řada vědec , velký množství každoročně navštěvovat Brno . li zájem Gödelův odkaz , současnost možnost se vyfotit málo výrazný pamětní deska pekařský , taktéž stezka změnit .",1
Senior centrum Brno,"Brno současnost žít cirka 80 000 senior , , výjimka , se kde scházet vzájemně komunikovat . navrhovat proto zřízení centrum senior ( SCB ) , obsahovat : 1 . jednací přednáškový místnost cirka 20 osoba . 2 . učebna počítačový gramotnost ( 8 PC ) použitelný práce internet ( pokročilý ) . 3 . sekretariát právní poradna – zajišťující komunikace SCB senior . pořádat přednáška obsahově zaměřit senior . zejména téma zajištění sociální služba , téma zdraví zdravotní péče senior , otázka bezpečnost senior ( spolupráce policie ČR ) , řešení bytový otázka , možnost vzdělávání , rodinný vztah , možnost sportovní kulturní vyžití podobně . právní poradenství sekretariát – provoz některý den týden . sekretariát zajišťovat chod centrum pořádání přednáška senior . právní poradenství fungovat 1 2 den týden .",zkvalitnění společenský život brněnský senior ( každý občan senior ),1
počítačový gramotnost senior,"2017 – 21.stolet í – obrovský rozvoj informační technologie . výuka počítačový gramotnost ZŠ , SŠ , VŠ zajišťovat stát státní rozpočet – senior bohužel nic . navrhovat proto , město zorganizovat kurz počítačový gramotnost senior – obsahově podobný například kurz pořádaný knihovna Jiří Mahen ( kde se volný místo mnoho měsíc čekat ) specifikace kurz : – 4 kurz 5 lekce ( 1 lekce = 3 hodina ) – 2 úroveň – začátečník + mírně pokročilý ( 2 × 2 kurz ) – zaměřit zejména práce internet ( Skype , nakupování , vyhledávání , pošta , … ) – zajištění drobný občerstvení",zlepšení počítačový gramotnost senior – týkat se přibližně 80 000 senior ( Brno střed cirka 12 000 – počet senior se stále zvyšovat ),1
správce městský mobiliář,"vy vadit poničený koš , lavička dětský hřiště váš okolí ? zdát se vy , oprava trvat nesmyslně dlouho ? hlásit stav radnice zmapujto.cz náprava se dočkat dříve ? jednou několik léta provést celkový oprava lavička dětský hřiště , rozhodně stačit . oprava zlomený prkno lavička záležitost dlouho měsíc , ne několik léta . oprava dětský hřiště , kde hrozit zranění dítě , záležitost den . proto navrhovat zřízení funkce správce . úkol : pravidelný neustálý kontrola městský mobiliář , přijímání podnět občan ohledně poškození městský mobiliář , zaznamenávání poškození , zjednávání náprava , dohled nad řádný hlavně včasný oprava , urgování odpovědný radnice případ zdržení oprava . se dočkat náprava ne řád měsíc dokonce léta , třeba měsíc . příklad město , kde podobný projekt fungovat . Bohumín dětský hřiště stanovený správce , mimo kontrolovat stav herní prvek zajišťovat náprava . https://www.mesto rozpočet obsahovat plat správce tři léta .","rychlý důsledný oprava rozbitý lavička , koš hřiště zpříjemnit veřejný prostor občan .",0
kousek městský divočina sídliště králův pole,"skrytě zároveň oko volně bujet pásmo ovocný strom , borovice topol plot fotbalový hřiště hranice sportovní areál Vodův . kousek městský divočina , upomínka dřívější zahrada , poutavý druhový rozmanitost . skýtat útočiště pták hmyz , jaro potěšit oko kvetoucí bylina , zatímco podzim nabízet špendlík jablko občerstvení . místo kouzlo plnit unikátní funkce rámec městský zeleň . proto navrhovat , oficiálně vést „ městský divočina “ management ponechat valný část příroda . rámec projekt se provést změna , podpořit status . 1 . místo se více zpřístupnit chodec . plot se zřídit branka ; zastávka technický muzeum sídliště nad dětský hřiště . 2 . místo se každoročně uklízet odpadky , zde probíhat klasický údržba městský zeleň 3 . vyhotovit odborný posudek dřevina zeleň základ vypracovat koncept maximálně možný bezzásahový management . 4 . centrální část pozemek zřídit pítko pták hmyz . se jednat umělecký dílo , plnit funkce pítko zároveň místo definovat kulturně obohatit . 5 . místo branka umístit naučný tabule , návštěvník informovat , jaký role městský divočina sehrávat hledisko ochrana druhový rozmanitost , vysvětlit , zdánlivě udržovaný pozemek odpočinkový zóna .","sídliště králův pole oficiálně získat zcela unikátní odpočinkový zóna , náročný údržba bohatý celý řada podnět . strom bylinný patro projekt chráněný dále plnit funkce zeleň , ochlazování , zadržování voda snižování prašnost . lokalita díky branka lépe přístupný ( obyvatel procházet místy , kde chybět příčka plot ) . sídliště získat umělecký objekt podoba ptačí pítko , zároveň lokalita podpořit přítomnost pěvec . koncept městský divočina návštěvník rozšířit environmentální povědomí naučný tabule poskytnout informace druhový rozmanitost , místo národní park . městský divočina užitek obyvatel sídliště králův pole , pejskař , návštěvník sportovní areál Vodův sousední technický muzeum . místo dále skýtat útočiště pěvec užitečný hmyz stát se vhodný učební pomůcka žák blízký základní škola mateřský škola .",1
cyklopruh nádražní,"vybudování cyklopruh směr Sada stávající chodník ulice nádražní úsek křižovatka Husová budova pošta zjednodušit bezpečný průjezd cyklista uvolnit komunikace automobilový doprava . současný stav jízdní pruh zůžit úsek zastávka sada ( 80 metr ) následně pravý podélný parkování . cyklista výběr bezpečný jízda úplný kraj vozovka využít celý jízdní pruh spomalovat automobilový doprava . křizovatka nádražní x Husův končit velký množství cyklista přijíždějící Sada směr Masarykův , Benešův samotný hlavní nádraží . součást projekt : * vybudování odbočení cyklista místo světlo nádražní x Husův ( obrázek . 1 ) * namalování pruh ( případnout zarovnání stávající dlažba ) levý část chodník ( obrázek . 2 ) , cirka 180 metr * napojení cyklopruh pod malý uhel zpátky silnice budova pošta ( obrázek . 3 ) * posunutí / odstranění sloupek řetíze namalování cyklokoridor , cirka 40 metr",oddělení cyklodoprava automobilový doprava ulice nádražní ( směr centrum ) se dosáhnout rychlý bezpečný průjezd kolo plynulý průjezd automobil minimální dopad chodec .,1
wi Fi zdarma hlavák Česká,"Brno doposud zdarma wi Fi pobytový náměstí zelný trh . svoboda . mnohdy potřebovat chuť se připojit spíš přestupní uzel , čekat někdo kdo sraz , hledat se trasa spoj prostě čekat šalina nudit se . proto navrhovat wi Fi zdarma podobný princip například . zelný trh oblast hlavní nádraží ulice Joštův / .","wi Fi připojení zdarma hlavní nádraží Česká občan , turista , .",1
mostek pěší : rybářský táborský nábřeží,"vybudování mostek ulice rybářský táborský nábřeží přes řeka Svratka součastně přes čtyř proudový silnice poříčí . mostek navrhnout , plynule navazovat stávajíce cykloztezka nábřeží Svratka ( táborský nábřeží ) propojit ulice rybářský , stezka dále pokračovat . propojit se cesta pěší , cyklista bruslař vnitřní část město ( Mendlův náměstí prostor BVV ) nábřeží řeka Svratka , kde existovat cyklostezka , pokračovat kolem řeka dále směr Olympie .","propojení jednotlivý městský lokalita pěší , cyklista bruslař .",0
"revitalizace park náměstí , Brno Řečkovice","náměstí situovat klidový místní část Brno – Řečkovice , obklopený drobný výstavba rodinný dům . klidový zóna sloužit nejen místní , široký okolí místo relaxace setkávání nejen vrstevník setkávání generace . náměstí lemovat místní komunikace parkovací místo . uprostřed se nacházet klidový zóna členěný drobný plocha parkový chodník . plocha dnes vymezit východ umístěný dětský hřiště východní náměstí , projít přestavba dávný . západní část pak hranice životnost , zde poškozený chodník , přerostlý zeleň , místy bezpečný . součást projekt obnova cestní síť západní část parčík , zachování část vhodný zeleň ohled budoucí bezpečnost návštěvník navrhnout výsadba . cíl vytvořit místo veselý , příjemný optimistický . zvětšit procento zatravněný plocha optimalizovat síť cestička parčík . součást revitalizace obměna stávající prvek mobiliář , například lavička odpadkový koš . revitalizace dokončit proměna park místo odpočinek , klid bezpečný setkávání generace .","občan získat prostor odpočinek podoba parkový úprava místo stávající asfaltový plocha pocházející 80 léta minulý století , odpovídat požadavek klidový zóna .",1
zastínění dětský hřiště rybník Brno Medlánky,"dětský hřiště rybník Brno Medlánky vyhledávaný místo rodič dítě . část Medlánky bydlet spousta mladý rodina dítě . hlavní nevýhoda hřiště absence stín herní prvek , určit malý dítě 2 pískoviště houpačka . následek , hřiště parný slunný den většinou využívat . loni obilní trh dojít zastínění pískoviště prodyšný materiál . zima se zastínění schovávat instalovat jaro . úprava pískoviště ocenit především dítě rodič . podobný zastínění vhodný realizovat dětský hřiště rybník Brno Medlánky . esteticky zapadnout ráz krajina hlavně opatření rád dítě , se parný den hrát zastíněný hřiště . malý syn rád , kdyby nejen , dítě se hrát bezpečně písek bez strach , dostat úpal .","projekt určit převážně dítě prevence možný zdravotní komplikace způsobený dlouhý pobyt slunce . prvek ocenit především rodič prarodič ratolest , se hrát hřiště .",1
dětský hřiště Táborský nábřeží,"chvíle , kdy dítě začít dělat krůček , logicky začít řešit , kde okolí bydliště venku trávit volný čas , potkávat se ostatní dítě rodič rozvíjet pohybový schopnost dítě . bydlet ulice Kamenná bohužel několik týden hledání konstatovat , oblast se nacházet žádný dětský hřiště určený dítě předškolní věk ( dítě starý ) . blízký dětský hřiště se nacházet vnitroblok ulice Křídlovická ( poblíž hala rondo ) , ulice vsetínský vnitroblok Zahradnická . hřiště ovšem vzdálit 15 20 minuta ´ dospělácký ´ chůze – malý dítě procházka méně hodina , což znamenat , sotva hřiště dorazit , se vypravit cesta domů . nadto cesta každý hřiště nutný překonat frekventovaný křižovatka poříčí – Vídeňská . přitom dosah ruka místo , dětský hřiště alespoň základní herní prvek ( pískoviště , skluzavka , houpačka ) stvořený . palouček roh ulice Ludmila Konečná táborský nábřeží ( pozemek parcela . číslo . 743 / 4 743 / 5 – oba vlastnictví město Brno ) . zde vybudovaný hřiště sloužit dítě ulice Kamenná , Ludmila Konečná , táborský nábřeží , kamenný kolonie , poříčí , Vídeňská , polní , Vinohrady , červený kopec atd . , tedy poměrně rozsáhlý oblast , dětský hřiště skutečně postrádat . vysledovat rozhovor ostatní rodič , pravidelný procházka dítě potkávat , takový místo opravdu velký poptávka . vybudování hřiště ulehčit život nejen rodič , se nyní blízký hřiště obtížně dostávat přes ulice Vídeňská poříčí , trpět silný provoz , hlavně dítě , ´ ´ hřiště hned roh .","navrhovaný hřiště vyplnit prázdný místo mapa dětský hřiště městký část Brno – střed . oblast ulice táborský nábřeží , Vídeňská , Kamenná , červený kopec , kamenný kolonie atd . se současnost nacházet žádný hřiště , malý dítě žijící oblast využívat . pokud se dítě někde ´ vyřádit ´ , cesta překonat rušný ulice poříčí Vídeňská hřiště urazit ( poměry ) daleký cesta . uvedený hřiště přispět možnost rozvíjet pohybový schopnost dítě zatraktivnít pobyt pohyb čerstvý vzduch . předpokládaný uživatel tedy dítě žijící oblast též rodič , sem doprovázet . navrhovaný hřiště současně oživit nábřeží řeka Svratka oblast , což soulad dlouhodobý záměr město oživení nábřeží .",1
kamenný kolonie Piazzeta,"kultivace prostor / místo setkávání / Místo sdílení zdroj informace / Místo dítě / / úprava prostor , doplnění mobiliář , odclonění stavba okolí . doplnění informační tabula : historie lokalita , mapa , akce místo , tabule dítě , veřejný knihovna apod .",projekt zhodnotit celý lokalita . přinést zkvalitnění život místní obyvatel informace návštěvník . podpora místní aktivita . podpora génius loci .,1
stolní tenis Chaloupecký náměstí,"říci možnost se odskočit práce škola provětrat se stolní tenis ? těsný blízkost parčík pracovat žít spousta lidé , uvítat , blízký veřejný stůl jezdit Lužánky .",sportovní vyžití dítě dospělý veřejný prostor . rozšíření možnost trávení čas stávající park .,1
stát červený dávat dítě špatný příklad,"předmět projekt instalace 100 cedulka žádající chodec , dávat dítě špatný příklad chodit červený . cedulka rozměr 20 x 30 centimetr instalovat semafor vybraný světelný křižovatka . německý město takový osvěta vidění dobrý způsob , přimět chodec zamyšlení . chození červený , zvláště pak dítě , lze považovat závažný problém případ , kdy žádný auto dohled právě kvůli špatný příklad . Brno cirka 150 světelný křižovatka Brno současný plánovat výměna rekonstrukce semafor . zahrnout plán cedule , podobný německý , levný způsob , zvýšit bezpečnost chodec přimět zamyšlení nad důsledek jednání . výběr křižovatka navázat plán výměna rekonstrukce semafor se zapomínat méně frekventovaný místo , více lákat přecházení červený .","dospělý lidé často chodit červený , pokud poblíž příslušník policie chodec se cítit bezpečně . subjektivně vnímaný společenský nebezpečnost takový vnímání velice nízký . problém , takový jednání dávat dítě špatný příklad , což snižovat bezpečnost dětský chodec . řešení podoba osvěta , se lze setkat německý město , účinný levný způsob , přimět lidé zamyšlení nad méně bezprostřední , závažný důsledek zodpovědný chování .",1
točna Ečerův skalka kolej,"rozchodník ( sedm ) patřit odolný rostlina . málo rod rostlina , dokázat růst štěrkový kolejový svršek brněnský tramvajový trať , odolnost se často používat extenzivně udržovaný zelený střecha . cíl projekt osázení nově zrekonstruovaný kolejový svršek tramvajový točna Ečerův různorodý škála dekorativní rozchodník ( existovat přes 400 druh ) .",zvelebení veřejný prostor .,0
městský divočina,"Svratka táborský nábřeží vyhradit zelený plocha , kde se kosit příroda dostat možnost volně růst . vzrostlý zeleň lépe držet vlhkost , poskytovat životní prostor drobný živočich , čistý chladit vzduch nic stát . častý kosení zelený plocha spíš škodit prospívat . kromě posekaný zeleň zůstávat ležet , odpadky se sbírat . ukázat způsob , se Brno zacházet veřejný zeleň . princip volně rostoucí zeleň evropský město běžný věřit , lze uskutečnit .","obohacení veřejný prostor kus příroda . projekt prospívat . lidé , zvíře rostlina .",1
bezpečný přechod přes starý dálnice,"přechod přes starý dálnice Bystrc ulice Štouračová Černý jediný možný spojnice ulice využívat mnoho dítě , spadat ZŠ Laštůvkův přijíždět škola Kohoutovice autobus číslo . 50 . přechod sice opatřit semafor , zastávka autobus číslo . 50 semafor odstranit zábradlí celý 50 metr dítě chránit vedle 4 proudý silnice , kde řidič jezdit rychle skutečný dálnice . místo se zasloužit nadchod , zvýšení bezpečnost pomoci doplnit chybějící zábradlí , dítě silnice více chránit .","doplnění chybějící zábradlí rozhodně výrazně zvýšit bezpečnost , ovšem převážně dítě , zastávka autobus číslo . 50 Štouračův možnost , se dostat přechod přes starý dálnice úzký chodník hned vedle silnice dálniční typ . špička zde velmi hustý provoz řidič jezdit dost rychle úsek přehledný , rovný , silnice 4 proudý . . . pomocí zábradlí se zamezit chtěný pád pozornost dětský rozjívenost silnice .",1
