,Unnamed: 0,project_name,project_description,public_interest,status
44,44,basket a workout hřiště v Lužánka ,"možnost , jak seznámit a propojit člověk do ten doba neznámá , být nikdy dost , většina člověk žít v svůj sociální bublina ale být škoda , poznat také jiný svět a vesmír další , člověk v zajímavý město Brno , k ten by moct dopomoct tento projekt ! co kdyby náš komunikace být omezit jen na asociální síť , a akce který navštěvovat , ale moct by být možnost komunikace rozšířit i do ulice město , i jiný způsob , než být běžný oslovení ? za symbolický poplatek by v informační centrum město Brno , zájemce ( zájemkyně ) dostat připínatelný placka , specialně vyrobený pro tento účel , s logo město , registrační číslo , a malý volitelný samolepka , s symbol , jako být ryba ( rybařený ) hrnec ( vaření ) lyže ... kytara ... a podobně .. na speciálně vytvořený stránka ( nebo na jenž existující ) , by se pak člověk jednoduše zaregistrovat , vložit svůj fotka , nastavit svůj preference a pak s placka na batoh , či oděv , vyrazit na svůj každodenní pout , podle symbol , by pak být pro jiný člověk jednoduchý , poznat , o jaký téma mít ten , či onen člověk zájem a být by jednoduchý zavést hovor a pro ten co být introvertní by pak být registrační číslo , pod který by on na stránka , být možný vyhledat a zkusit on oslovit . oslovený by se pak na stránka objevit zájem jiné zaregistrovaný i s jeho fotka a preference a bouda by nabídka přijmout , či nikoli . číslo by se také hodit v případ , když být čas na navazování rozhovor . když být mít seznamovací , otevřený období , stačit placka na chvíle schovat do šuplík . ne pro každý být klub či tematicky zaměřený sportovní akce , taneční .. ne na všechen tento akce se povést poznat někdo zajímavý , nový , přitom zrovna v Brno se ten úžasný člověk jen hemžit , jen se možná , každý den míjet na ulice , v mhd , v kavárna , hospoda .. akce by trvat #num# rok , součást by být také velký propagace , aby se moct zúčastnit co hodně člověk . jeden registrace , jeden IP adresa počítač , nebo telefon . registrovat by se mít i z mobilní telefon i z počítač . nad systém by bdít pracovník , co by se starat o úprava a chod stránka , mazání falešný profil , řešení nahlášený chyba .. Ikdyž žít v velký město , problém samota být právě tady mnohdy veliký , než na malý město . ",sportovní vyžití všechen obyvatel město bez ohled na věk . prevence kriminalita u mladistvý . využití volný čas . pozitivní vliv sport na zdraví . ,1
45,45,konec plavání bahno k bazén ,"ulice kostelíček být slepý a plný aut . doprava by se zlepšit zlepšení sjízdnost polní cesta k ulice Podlesný . polní cesta být v zima a za deštivý počasí prakticky průjezdný . stačit by srovnat podklad , zhutnit a nanést vrstva asfaltový obalovaný drť . tak být už zlepšit cesta od Podlesný k kostelíček ( kaple ) . účel být zprůjezdnění cesta , jak uvést výše . moct by ten pomoct i svoz odpadek sako . příjemný cesta na procházka směr být kostelíček . cesta by se moct doplnit odpadkový koš pro pejskař . odhad cena : #num# m x #num# m šířka = #num# m #num# x #num# Kč / m #num# = #num# #num# #num# #num# Kč . ",zlepšit se stav a bezpečnost přístupový cesta k bazén na kraví hora z směr od Konečného náměstí . využít ten i množství další člověk jako pejskař a uživatel park a zahrádka . ,1
46,46,stanice tramvaj č. #num# před kostel sv . Tomáš ,"stávající hřiště již vyhovovat současný doba a potřeba obyvatel . cíl projekt být jeho výrazný modernizace a vznik nový víceúčelový hřiště pro celoroční vyžití , vč . ping-pong , pískoviště a odpočinkový lavička . a tak odvést dítě od mobil . Nové hřiště by být víceúčelový tak , aby umožňovat provozovat co hodně různý sport v průběh celý rok ( fotbal , floorballit , basketbal , házená , volejbal … v blízkost hřiště pak jeden ping-pongový stůl ) . povrch hřiště by být z bezpečnostní materiál , aby docházet k minimum úraz . kolem hřiště by vzniknout zázemí , který nyní absolutně scházet . jít by o lavička , na který se moct sportovec odložit věc , převléct a odpočinout se , případně na on moct posedět divák . v blízký okolí hřiště být v plán také dětský pískoviště a malý herní prvek pro malý . cíl projekt být celý areál oživit - v současnost po většina rok zet prázdnota , nabídnout tak široký možnost sport a zkusit přivést hodně dítě k sport . ","zlepšení komfort cestování pro cestující MHD , zejména pro senior . ",1
47,47,bezbariérově od zastávka Fügnerův ,"provedení rekultivace daný území . v jižní část území se nacházet dva plocha udržovaný významný zeleň v město Brno , který být v majetek město a jejichž plošný rozsah být možný zmenšit ( dle vyhláška č. #num# / #num# SMB „ o ochrana zeleň v město Brno “ ) , jednat se o plocha č .79 „ Kroftův – louka pod Palackého vrch “ zasahující areál pionýrský oddíl a plocha č. #num# „ Kroftův – pod Palackého vrch “ , který na on navazovat směr do řešený území ( procházet přes on účelový komunikace ) , jižní část území procházet zásobovací vodovodní řad DN #num# , část území ležet v vzdálenost malý než #num# m od okraj les . dle územně analytický podklad být řešený území zahrnout do významný pohledový svah ( zařadit v kategorie prostora . hodnota ) . předmětný území být součást tzv . zelený klín a krajinný komplex , který být vyhláška statutární město Brno č .2 / #num# , vymezit jako zastavitelný území . vzhledem k přípustný termín pro výsadba do 31.12 .2024 navrhovat rekultivace znehodnocený území - dobře - ihned ! náhradní výsadba , oprava lavička , cyklostezka a architektonický dořešení daný oblast v rámec podpora boj proti sucho , zadržení voda v krajina a následný péče o zeleň , který být sloužit široký veřejnost . být důstojný vstup k vycházka do náš příměstský les a zeleň , který být významný součást náš životní prostředí a mít všechen občan sloužit k rekreace a málo důležitý funkce bioklimatický . ","v současný doba být stav takový , že z zastávka být schod vidět a dlouhý cesta být pro každý jasný . tento cesta by být situace přehlední . navíc zkrácení cesta určitě ocenit místný handicapovaný člověk , starý spoluobčan a maminka s kočárek navštěvující místní plavecký klub . v současný doba se na ul tř . gen. píka dokončovat nový bytový dům a v dohledný doba se také počítat s P + R parkoviště , takže tento cesta být využívat stále mnoho člověk . ",1
48,48,kniha budka v veřejný prostor . ,"zastřešený čekárna , na konečný zastávka autobus #num# a N #num# v mariánský údolí s ostrůvek pro cestující . vážení . na konečný zastávka autobus #num# a N #num# , chybět přístřešek ( krytý zastávka ) a ostrůvek pro cestující . nastupovat tam hodně cestující a v případ déšť , nebo sněžení , se být kam schovat . realizace by přispět k zvýšení kvalita cestování do tento vyhledávaný rekreační oblast jak v zima , tak v léto . ","získávat informace z kniha , odpočinout se od počítač . ",0
49,49,konec zmatek na konečná #num# ,"cíl projekt být rozpracování možný varianta vedení cyklostezka od Svratka kolem vozovna Komín na ulice královopolský , kde již pokračovat existující cyklostezka . Brno mít velmi málo cyklostezka , který na se často navazovat . jeden takový smutný příklad být cca 1,5 km dlouhý úsek od Jundrovský most přes Svratka na ulice královopolský . mezi tento frekventovaný cyklostezka existovat žádný bezpečný a rychlý způsob , jak na kolo přejet . být se člověk proplétat na zastávka mezi člověk a pak po hrbolatý chodník , nebo jet po rušný a úzký ulice hlavní . cíl tento projekt být rozpracování možný varianta vedení cyklostezka v tento místo , až do forma závazný urbanistický studie budoucí trasa . v přiložený mapka být několik takový potenciální trasa , který lze i různě kombinovat pro optimální řešení . ","projekt prospět všechen cestující na zastávka Brno Obřana : - málo zbytečně ujetý spoj . - ochrana zdraví díky malý nutnost dobíhat , zvláště v zimní počasí . - snížení stres a hněv . ",0
50,50,Fresh bar ,"zpřístupnit konečně zelený městský pozemek vedle školka na Škrétová , při ulice družstevní . část sahající k ul . Tereza Nováková být určit k zástavba . zachovat jeho druhý část jako zdejší zelený oáza "" HRáj "" , ať mít kam chodit ven . tento náš záměr přihlašovat opakovaně . na základ připomínka a podnět být on upravit tak , aby vyhovět posuzování proveditelnost z strana magistrát a městský část . pozemek být řada léto přístupný , zarostlý . záměr on využít v velký možný míra ten , co již na pozemek vyrůst ( strom , keř , bylina ) . doplnit by pouze mlatové cesta , lavička , odpadkový koš . z herní prvek postačit např . jednoduchý houpačka a obří pískoviště . součást projekt být péče a postupný výsadba keř a malý rostlina na pozemek včetně místo , kde být možný zachovat stávající dřevina . důraz být klást zejména na ten část pozemek , který do budoucno mít být zastavět , takový řešení představovat hospodárný nakládání s veřejný peníze , neboť být v soulad s #num# . i #num# . etapa navrhovaný zástavba pozemek dnešní proluka , včetně technický a dopravní infrastruktura . HRáj přinášet co málo nový zásah a prvek při maximální užitek . součást záměr být provedení oplocení tak , aby být oddělit plocha pozemek určený k #num# . etapa výstavba . ten zároveň dojít k oddělení stávající pronajímaný plocha . plošný a objemový rozsah záměr být zpřesnit v závislost na výše uvedený záměr zástavba po projednání s příslušný úřad a městský část . v minulost být se s projekt dostat až do "" velký finále "" , ikdyž nakonec být se k realizace prohlasovat . letos ten moct dokázat . mít ten cena , i kdyby mít dojít z důvod následující výstavba k dílčí ztráta . částka uvedený níže v rozpočet být orientační . zajímavost na závěr - průměrný strom s #num# metrový koruna chladit takový výkon jako #num# chladnička . vytvářet herna , ale příznivý a zajímavý přírodní prostředí . jestliže být tedy v výčet uvést např . jednoduchý houpačka a pískoviště , jednat se o příklad . stejně tak moct být HRáj doplnit např . bosonohý stezka , příroda blízký interaktivní prvek , nízkonákladův zásah apod . podstata být stále stejná , přírodní prostředí založený na využití především ten , co již na pozemek vyrůst ! aktualizace para #num# : z finanční důvod být možný realizovat pískoviště . ","možnost zdravý rychlý občerstvení být v tento lokalita dostupný , přitom se jednat o velmi frekventovaný místo . ",0
51,51,revitalizace průchod Sochorův - Stránský ,"bílý střecha být asi levný cesta , jak ochladit rozpálený letní Brno . vždyť každý metr černý plocha během rok zahřát okolí asi jako spálení dva metrák uhlí ! projekt zrekonstruovat #num# m #num# střecha a zajistit studie přínos . a ten už se počítat ! když se slunce v léto opřít do černý střecha a chodník , jejich teplota vzrůst i na #num# ° C. člověk v podkroví se snažit zachytit každý vánek a ten na chodník se schovávat v stín a toužit rád sedět někde v chládek . jít ten změnit pomocí bílý plocha ! podpořit tento pilotní projekt , který mít inspirovat náš zastupitel , firma a občan k využívání bílý střecha , ale i chodník , fasáda , atd .. cenově vyjít nastejno a moct my všechen výrazně zpříjemnit léto . odrážet spousta sluneční energie a snižovat náklad na klimatizace , který vlastně vyrábět další teplo . rozdíl v teplota mezi bílý a černý střecha on dobře vidět v galerie na fotografia z letecký snímování Brno . ( http://gis6.brno.cz/mapa/teplotni-mapa/ ) . předělat tento střecha na bílé navíc prodloužit jejich životnost o mnoho léto . po konzultace s starosta Řečkovice být vytipovat budova ZŠ horácký náměstí , MŠ Škrétův a MŠ Měřičkův . další navržený budova se bohužel do rozpočet vejít . součást projekt by být i vyhodnocení přínos a doporučení do budoucno , dostupný na stránka město . v ideální případ by tento moct být zohlednit pře rekonstrukce městský stavba a při nový výstavba , jako třeba halit v průmyslový park . pro zajímavost .... Zelené a bílý plocha být oproti černá v léto chladný až o #num# ° C. odrážet mnohem hodně sluneční světlo , který se tak přeměnit na teplo . ten bílý mít odrazivost až #num# % a vyžadovat vysoký nosnost . Zelená zase zadržovat voda a okolí ochlazovat její odpařování . vyžadovat však velký nosnost střecha , zavlažování během sucho a být finančně náročný . bílý a zelený střecha být dnes velmi žádaný a v některý země i povinný , protože snižovat efekt městský tepelný ostrov , který při vlna vedro mít na svědomí i lidský život . zároveň být ten cesta , jak město moct přispět k celosvětový snaha o zastavení nárůst globální teplota , kde by stačit do vesmír odrazit navíc pouhý #num# % dopadající sluneční záření . každý příspěvek se počítat ! ","průchod zatím sloužit pouze k komunikační účel . revitalizace by vzniknout nový odpočinkový zóna pro obyvatel okolní ulice . v poslední léto v okolí vyrůst mnoho nový bytový dům , ale chybět zeleň . zvýšit by se bezpečnost za tma . ",1
52,52,komunitní zahrada v Medlánka ,"na křižovatka ulice Milada Horáková a příkop být potřeba zrcadlo . na křižovatka při odbočení z Milada Horáková doleva na ul . příkop být vidět pruh protijedoucí vozidlo . chtít ten zrcadlo . i pro jezdec v opačný směr na dětský nemocnice být ten problém , párkrát já tam někdo už vjet , kdo ten "" risknout "" . ",projekt komunitní zahrada sloužit k prohlubování komunitní a společenský život v Medlánka . jeho předpokládaný uživatel být obyvatel Medlánka od dítě po senior . ,1
53,53,golfov hrisit na kratka hra ,"zrušit se stávající přechod naproti červený kostel , místo on vzniknout mimoúrovňový přechod . když se chtít dostat člověk pěšky z český na Komenský náměstí , muset přejít ulice Husův v místo , kde se dělit tramvajový trať . což by asi nic vadit , kdyby se zde v špička , hlavně v pátek odpoledne tvořit shluk klidně padesát osoba na každý strana . kolikrát být již vidět , že některý stihnout přejít a muset čekat další dva minuta než on "" bliknout "" zelená . mimoúrovňový přechod silnice by zrychlit doprava jak automobil , tak veřejný doprava a hlavně chodec . součást by být také výtah . ",alternativa k workoutovemo hristit pro dete ,0
54,54,rozhledna Holedný ,"rekonstrukce silnice spojující městský část Brno-Žebětína s křižovatka starý dálnice , jednat se o hlavní příjezdový cesta do Žebětín . silnice pocházet z třicátý léto minulý století jako část tehdejší brněnský okruh . projekt mít zafinancovat první etapa celkový rekonstrukce silnice spojující Žebětín , Bystrc a Kohoutovice . tento silnice být vystavět v třicátý léto minulý století jako součást tehdejší brněnský okruh . od ten doba na on probíhat žádný úprava . ten mít za následek : - silnice se svažovat do strana ( střed silnice být "" vrchol "" silnice ) - silnice být úzký > autobus se bez omezení rychlost vyhnout - povrch silnice být narušený ( po devadesát léto přetržitý provoz ) - chybět bezpečnostní prvek ( krajnice sice být , ale zůstat na on asi #num# % barva ) proto by mít usilovat o rekonstrukce tento komunikace . ","zatraktivnění město Brno pro obyvatel Brno i turista . - Volnočasový aktivita , turistika , sport . ",1
55,55,oživení přírodní amfiteátr čertův rokle ,"cíl projekt být vybudování veřejný záchod pro muž a žena na konečná trolejbus v Líšeň na Jírová . prodloužení trolejbusový trať na Jírův do Líšeň se stát tento lokalita velmi vytížený . být zde mnoho obchod , prostranství k konání různý společenský akce a hlavně přestupní uzel . proto on namístě vystavět zde veřejný toaleta , který být sloužit občan a návštěvník Líšeň . jednat by se o vybudování samostatný toaleta pro muž a žena v místo , kde stávat budka s toaleta pro řidič autobus a přístřešek . toaleta být pro široký veřejnost , moct on využít i vozíčkář , neboť WC být bezbariérový . součást záchod být také přebalovací pult , který moct využít maminka pro přebalení svůj dítě . toaleta být typ antivandat , být zde instalovat kamera , což zamezit ničení toaleta . WC být pravidelně uklízet a zpoplatnit . v letní měsíc se žíznivý občan moct napít z pítko , který být umístit venku před toaleta . ","amfiteátr být místo pro veřejný projekce , konat se zde moct koncert velký či malý rozměr ( hudební kapela i dětský vystoupení místní škola a školka ) , divadelní představení či letní kino . veřejnost být mít prospěch z projekt ten , že se zlepšit dostupnost místo ( díky úprava schodiště být moct do amfiteátr snadno vcházet i osoba s zlý mobilita ) a také se zlepšit celkový bezpečnost místo díky doplnění osvětlení . ",1
56,56,chtít příští zima zase bruslit na dráha na Prygl ? ,"tisíc strom v okolí potřebovat náš péče , aby dokázat přežít v čí daleko suchý léto . jít spojit síla s město a dát on šance . projekt připravit #num# strom a my všechen být pak moct zalévat ušetřený voda . jít teď zachránit svůj strom ! strom být klíčový pro příjemný život v město . mnoho krásný strom ale v poslední léto zbytečně uschnout . přitom kolem on denně chodit spousta člověk , který by on moct zalévat třeba cesta do práce nebo po večer . ideálně použitý voda třeba z mytí ovoce nebo ruka , případně ušetřený krátký sprchování . možnost být spousta . město z peníze projekt strom nachystat , aby se přinesený voda hned vypařit a strom opravdu pomoct . kořen strom se provzdušnit speciální přístroj a vtlačit se k on ekologický půdní kondicionér ( hydrogel ) , který vázat voda a postupně on uvolňovat k kořen . daleko se poblíž strom udělat mělký díra vyplněná dřevní štěpka , kam pak člověk moct lít donesený voda . strom tak dostat ten dobrý péče . odborník z veřejný zeleň město Brno také strom označit a zanést do mapa , kde se každý moct vybrat svůj strom k zalití . péče strom pomoct udržet hodně dešťový i přinesený voda , ale město mít dostatečný kapacita on zalévat . když on zalít my , nikdo ten za my udělat . společně však moct zachránit tisíc strom , který by jinak období sucho přežít . vždyť zachránit vzrostlý strom on lepší , než zasadit nový . navíc se tak každý den moct vylepšit smysluplný dobrý skutek ! jít se do ten pustit třeba hned ! pro záchrana další stovka strom ještě projekt pořídit závlahový vak , který být schopen po kapky dodat až #num# l voda . ten výrazně zefektivňovat jak její spotřeba , tak časit na zalití jeden strom . projekt zajistit i propagace a následný údržba tento systém po další tři rok . strom být rád jak za váš hlas pro tento projekt , tak také za propagace a především za zalévání . tak my dát hlas a pustit se do ten : - ) ! děkovat ! strom vy ten oplatit : - ) ! ","v zimní období být možnost sportování v město velmi omezit . a bruslení na Prygl být sport , zábava , skutek pro zdraví , společenský záležitost . . . . pro sportovec , rodina s dítě i s pes , . . skoro pro všechen . . jen ale všechen záležet na ten , aby mrznout ! ! ",1
57,57,obnovení trolejbusový linka #num# ,"vybudování nový skatepark v Bystrc až do rok #num# být v Bystrc v provoz plechový skatepark , který za doba svůj fungování vychovat mnoho uživatel . Skatepark dožít , být odstranit a jeho místo opět sloužit svůj původní účel , být z on opět parkoviště . blízký skatepark být teď až v Brno - Bohunice . tento projekt mít za cíl zpracování projektový dokumentace pro nový odolný betonový skatepark na nový místo a jeho částečný realizace . zpracování projekt by řešit přibližně #num# m #num# Natur graba park , kde by být zahrnout část plaz , Bowl , Flow . projekt by mít umožňovat realizace na etapa tak , aby z „ dát na vy “ moct být realizovat část plaz . umístění skatepark být v lokalita sýček pod obytný celek panorama , být umístit na pozemek město , stavba zde umožňovat územní plán , být v těsný blízkost zastávka MHD a být v pěší dosah hygienický zázemí ( toaleta , sprcha ) pláž Rakovec . ","důchodce , který cestovat z Žabovřesky do bohunický nemocnice , muset po zrušení linka #num# až #num# × přesedat . takto být moct cestovat přímo . obnovit se přímý spojení Jundrov s centrum město . vzniknout další přímý trasa pro cestování bez nutnost přestup , výrazně se třeba zlepšit spojení z Kohoutovice . ",1
58,58,chodník u Lužánecký park z zastávka k přechod ,"dřevěný lavička a květina na úvoz pro zastávka čápkův směr Mendlův náměstí úvoz být chladný beton obklopený ulice patřící auto , který ten obvykle tvořit zácpa . vždy když se od moravský zemský knihovna blížit k zastávka čápkův , aby se dostat na Mendlův náměstí , mít z tento místo příjemný pocit . být se kde sednout a stát blízko frekventovaný silnice . zastávka být oproti jiný tolik frekventovaný , aby se vyplatit on výrazně přestavovat , lze on však člověk jednoduše zpříjemnit . stačit by na betonův zídka připevnit pár dřevěný deska na sezení a do prostor poblíž betonový zídka a mezi strom do polostín volně rozptýlit květina . ","zvýšení bezpečnost chodec , potřebující dostat se od zastávka zimní stadion na druhý strana ulice drobný . ",1
59,59,analýza graffiti na škola a osvěta ,"projekt se klást za cíl vybudovat v oblíbený destinace mnoho Brňan - zamilovaný hájek dětský hřiště a workout prvek . smysl on zkvalitnit možnost trávení volný čas v tento část město . projekt se klást za cíl vybudovat v oblíbený destinace mnoho Brňan - zamilovaný hájek dětský hřiště a workout prvek . smysl on zkvalitnit možnost trávení volný čas v tento část město , který být hojně využívat k procházka do příroda . velký část okolí zamilovaný hájek být záplavový území a stavět zde cokoliv on prakticky nemožná . po konzultace na řečkovický radnice být najít vhodný místo , kde by hřiště moct vzniknout , aniž by ten být proti norma . ","výsledek se projevit pokles výskyt graffiti a všechen s ten spojený . // zvýšit se počet bývalý sprejer , který opustit komunita // být pomoct mnoho člověk páchající trestný činnost a který být možná na scestí // být ušetřit mnoho veřejný i soukromý prostředek na oprava poškození graffiti // obyvatelstvo město být spokojený v čistý prostředí // obyvatel a představitel město se být muset stydět před cizinec ",0
60,60,městský bicykl ,"les , lesík a zákoutí kolem náš bydliště často připomínat smetiště . mnohý by občas rád spojit procházka s úklid . radnice všechen městský část moct zájemce vydat uklízecí balíček s sběrač na rukojeť , náklad na on se určitě vyplatit ! "" uklízecí balíček "" by obsahovat sběrač na dlouhý rukojeť , rukavice a pytel . radnice všechen městský část by on vydávat svůj jednotlivý občan , na požádání a na občanka , aby se zabránit spekulace s náčiní . každý městský takto moct rozdat během tři léto minimálně #num# uklízecí balíček svůj zájemce o sběr odpadek . takže kdo už na svůj oblíbený procházkový trasa chtít zavírat oko nad odpadek , tak on vysbírat a hodit do blízký kontejner . náklad město Brno na uklízecí balíček se mnohonásobně vrátit . ","umožnění cestování na kolo všechen . snížení nárok na cestování MHD nebo vůz . propojení místo , který být propojit MHD . ",1
61,61,bezpečnost dítě v Obřan ,"úzký chodník podél tramvajový trať mezi zastávka svratecký a Stránského být spíše tankodrom než chodník . desítka , -nout stovka člověk tudy proudit denodenně jak na kolo , koloběžka nebo pěšky . během tento oprava by se z tento popraskaný pás asfalt stát plnohodnotný cyklostezka a chodník . už by nikdo padat a zakopávat o obrovitý trhlina a vystouplý kolej , který se zde nacházet opravdu požehnaně . stezka by se vyhnout elektrický bedna u kolej . opravit by se povrch , vysázet by se strom a keř . tento chodník být také důležitý tepna spojující Bystrc ( chodník pokračovat podél řeka ) , Komín a Žabovřesky . na svratecký se odpojovat stezka , po jenž se lze dostat do Jundrov , Pisárek , komárův nebo třeba Modřice . téměř všechen Brňan žijící v přilehlý část se chtít někdy projít nebo projet na kolo . a všechen využívat právě tento stezka , aby se dostat k Svratka . ","v současnost muset člověk z ulice Fantův nebo konec Fryčajův a ) jít po vedlejší silnice mezi parkující vozidlo , b ) po tráva což v případ špatný počasí být nic příjemný , c ) riskantně přecházet na chodník v zatáčka přes hlavní ulice . navrhovaný řešení se zvýšit bezpečí chodec , zejména dítě . ",0
62,62,časově omezený stání na veveří ,"cíl projekt být zpevnění stezka na levý břeh řeka Svitava v Maloměřice tak , aby umožnovat bezpečný pohyb chodec a cyklista za každý počasí a bez nebezpečí jejich pád do řeka . hojně využívaný pěšina na levý břeh řeka Svitava být v úzký bod vůbec zpevněný , což způsobovat ten , že se za deštivý nebo zimní počasí dát jen velmi těžce využívat a hrozit nebezpečí , že člověk při obcházení obří kaluž spadnout do řeka . cestička na levý břeh řeka Svitava být jediný možnost jak se moct peší nebo cyklista dostat do údolí Svitava z centrum nebo Husovice bez ten aniž by jít kolem silnice kde jezdit auto . ten , že chybět zpevnění povrch v úsek zhruba mezi dřevěný lávka ul olší a splav u Maloměřický most docházet častý pohyb chodec a cyklista k eroze půda na břeh řeka Svitava a vznik velký a hluboký kaluž , který za deštivý počasí být skoro možný obejít . navrhovat vyrovnat hlína terén tak , aby se odstranit důsledek půdní eroze a vytvořit asi metr široký pěšinka z oblázek . takto zpevněný povrch by mít umožnit přirozený vsakování dešťový voda do okolní terén a zamezit další eroze . úprava by mít být provést co jšetrnět , aby dojít k poškození kořenový systém starý strom rostoucí na břeh . ",zlepšení dopravní dostupnost pro obyvatel veveří a podnikatel působík na veveří ,1
63,63,odpadkový koš pro okolí Anthropos a Riviéra ,"brněnský hudební noc by být jednovečerní hudební festival otevřený pro hudební skupina všechen druh , který se být odehrávat v restaurace , hospoda , bar atd . stanovit se jeden datum , dobře sobotní . na tento den pak připadnout festival . k příprava festival být třeba oslovit podnik v MČ Brno-střed , který se k on připojit , protože v jeden podnik by hrát jen jeden kapela . daleko se veřejně vyzvat kapela k účast na festival . kapela moct být profesionální i poloprofesionální , smysl on nabídnout člověk zážitek pestrost . před festival by být spustit webový stránka a vytištěn orientační leták , kde by být mapa podnik s krátký představení kapela , který v on být hrát . člověk se pak během večer moct naplánovat cesta podle ten , který kapela by rád uslyšet . projekt by mít sloužit k kulturní oživení Brno . být by ten i šance pro malý kapela , aby se zahrát před publikum . ","čistý prostředí umožnit návštěvník lokalita nerušeně relaxovat , užít se les bez rušivý element a zápach . nejen pejskař ocenit možnost zbavit se smetit na místo a nosit např . psí exkrement v kapsa několik stovka metr , anebo rodinka s dítě a cyklista moct ulevit kapsa . v poslední řada pomoct příroda a obyvatel les od plast , který moct polknout nebo vdechnout . ",1
64,64,přechod pro pěší z moravský náměstí do Joštův ulice ,"Samočistície toaleta do centrum město na místo , kde se scházet člověk a trávat hodně čas . na místo , kde být veřejný toaleta s omezený otvírací doba , nebo žádný . první toaleta do Denisový sad . být horký , letní den . s kamarád jít posedět do Denisový sad , posedět na lavička a sledovat západ slunce . sluníčko zapadnout , ale venku být teplo , tak sedět na lavička daleko . zraz potřebovat na toaleta , ale všechen veřejný toaleta poblíž být zavřít . venek být deset večer a chtít se vy hledat veřejný toaleta v okolí Denisovych sad a tak se nájít tichý a tmavý místečko a vypustit nádrž . muž i žena . většina člověk vypustit nádrž u zeď za kolonáda u obelisk . do ráno se na ten míst prolít litr tekutína . a v let ten tam skutečně smrdět . navrhovat umístit do Denisův sad samočistící veřejný toaleta . Zámerěm tohto projekt on zpříjemnit pobyt v Denisův sad v období horký letný den , kdy se v park nacházet mnoho člověk . projekt být prospěšný pro samotný obyvatel nebo návštevník město , aj pro veřejný zeleň . ","uskutečnění projekt pomoct zvýšit bezpečnost chodec a předcházet střet či kolize mezi chodec a motorista . týkat se všechen občan a návštěvník Brno , který se pohybovat na trasa moravský náměstí – Joštův a zpět . ",1
65,65,světélko na řeka Svratka ,"instalace několik lavička a odpadkový koš na území park Špilberk . na území park se sice nějaký lavička a odpadkový koš nacházet , avšak mít pocit , že ne na všechen a hlavně ne na správný místo . on potřeba nainstalovat několik další pro dobrý obslužnost ( hlavně u odpadkový koš , když on hledat #num# minuta ) . pomoct ten nejen starý člověk na procházka ( lavička rád využít ) , ale také třeba sportovec i ostatní . ","jít o vybudování schod a molo pro bezpečný , třeba i bezbariérový přístup k voda s možnost pouštění lodička / světélko na hladina řeka , případně plavání . využití on celoroční ",1
66,66,vyhrazený jízdní pruh pro cyklista ,"cíl projekt on vytvořit projektový dokumentace na zpevněný voděpropustný cesta spojující Soběšice , lesný a sadový . tento cesta být využívaný cyklista , běžec a rodina . trasa dlouhý cca 2,3 km se napojovat na další turistický cesta a cyklostezka v Soběšik ( pánský lícha , rozhledna ostrý horka ... ) . začínat na ulice Trtílkův a vést příroda přes zahrádkářský oblast . zpevnění cesta by vzniknout trasa , který být schůdný i za zlý počasí , bezpečný pro cyklista , rodič s dítě a kočárek a zároveň jednou z možnost , kam se vydat na výlet . nový cesta by umožnit dobrý a bezpečný příjezd k zahrada . současný cesta být plný děra a výmol . ","vyhrazený jízdní pruh pro cyklista nahradit finančně nákladný budování nový cyklostezka a zároveň zvýšit bezpečnost provoz při pohyb cyklista na silnice z oblast Vinohrady přes Líšeň do mariánský údolí . v současný doba existovat cyklostezka z centrum město Brno na sídliště Vinohrady , do Líšeň a do mariánský údolí . zde by se moct napojit na cyklostezka do moravský kras . ",1
67,67,přechod pro chodec na ulice údolní u pošta a školka ( křižovatka údolní x Grohův x Všetičkův ) ,"nedostatek zeleň být v město stále veliký problém , tak proč se o on připravovat hodně , než být třeba ? všechen pěší návštěvník nákupní centrum Králův pole ten moc dobře znát . přechod u křižovatka přes ulice sportovní , směr na NC Krpole my dovést před známý dilema : jít po chodník , který být dlouhý a dlážděný , nebo ten vzít po ušlapaný bahno směr přímo a krátký trasa ? proč se daleko trápit tento dilema , když řešení se sám nabízet ? zkombinovat výhoda dva chodník do jeden praktický ! stávající chodník vedoucí kolem silnice mít zhruba #num# m #num# . Blácený chodník mít zhruba #num# m #num# . v současný chvíle se používat dva chodník naráz , a ten znamenat že na #num# m #num# růst žádný zeleň , přestože ani jeden z tento cesta být ten optimální . vydláždění blátěný chodník a zrušení ten stávající získat jen výhoda : - pohyb chodec by se vzdálit od vytížený křižovatka - zkrátit a zjednodušit by se cesta do NC Krpole - získat by být zpět skoro #num# m #num# zeleň ! - už žádný rozhodování jestli dlouhý nebo čistý cesta - jeden chodník místo dva ","tento projekt by sloužit všechen obyvatel , který se pohybovat v lokalita kraví hora . zejména by se jednat o dítě z #num# mateřský škola údolní #num# a Všetičkův #num# ( asi #num# dítě ) , jejich rodič a sourozenec , daleko senior a invalida docházející na pošta na ulice údolní , rodič , který využívat služba DDM Helceletův ( různý kroužek pro dítě , včetně jejich hlídání ) a také obyvatel , který mířit pěšky například na hvězdárna nebo plavecký bazén nebo do Wilsonův les . ",1
