;ID;Subjekt;Odůvodnění;Závěr
2156;1456;MČ Brno - Komín;Městská část souhlasí s realizací projektu.;proveditelný
2157;1458;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2158;1459;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2159;1460;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2160;1461;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2161;1465;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2162;1468;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2163;1469;Odbor územního plánování a rozvoje;Z hlediska územního plánu se jedná o plochu parku, kde tyto stavby pomáhají naplnit hlavní funkci ploch městské zeleně - podporují rekreační aktivity a odpočinek ve veřejně přístupné zeleni. Také se současně jedná o nezastavěné území, kde lze ze zákona v souladu s jeho charakterem umisťovat takové stavby, které zlepší podmínky jeho využití pro účely rekreace a cestovního ruchu.;proveditelný
2164;1469;Odbor investiční;;proveditelný
2165;1469;MČ Brno - Nový Lískovec;Městská část souhlasí s realizací projektu.;proveditelný
2166;1470;Odbor územního plánování a rozvoje;Lokalita se hlediska územního plánu nachází v ploše pro veřejnou vybavenost - školství. Jedná se o přebudování stávajícího sportoviště, které je zde přípustné, doplňuje hlavní funkci.;proveditelný
2167;1470;Majetkový odbor;;proveditelný
2168;1470;Odbor investiční;Vzhledem k nedostatečné specifikaci vybavení hřiště a ostatních nákladů nelze objektivně posoudit cenu. Realizace je proveditelná za předpokladu dodržení uvedeného rozpočtu.;proveditelný
2169;1470;Odbor školství, mládeže a tělovýchovy;;proveditelný
2170;1470;MČ Brno - Vinohrady;Městská část nesouhlasí s realizací projektu z důvodu dostačující stávající kapacity tenisových kurtů a záměru pestřejšího využití areálu pro širší veřejnost.;neproveditelný
2171;1471;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2172;1473;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2173;1474;Odbor územního plánování a rozvoje;Jedná se o úpravu stávajících hřišť v ploše zeleně, vodohospodářské a veřejné vybavenosti - školství a rozšíření hřiště do plochy parků.;proveditelný
2174;1474;Majetkový odbor;"Navrhovaná lanová dráha mezi cestou a komunikací leží téměř na hranici s pozemkem p..č. 911/17, který není města. Nutno dodržet vlastnickou hranici a vybudovat s důrazem na dočasné využití; pozemek v této ploše je dle platného i dle návrhu nového Územního plánu určen pro stavby veřeného vybavení.";proveditelný
2175;1474;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
2176;1474;Odbor vodního a lesního hospodářství a zemědělství;;proveditelný
2177;1474;MČ Brno - Medlánky;Městská část souhlasí s realizací projektu a s uhrazením finančních prostředků na správu a udržitelnost projektu.;proveditelný
2178;1475;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2179;1476;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2180;1477;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2181;1478;Odbor územního plánování a rozvoje;Navrhovaný projekt je kultivací současného stavu, úpravy zde musí být provedeny výhradně v přírodně-krajinářském duchu, protože dle územního plánu se jedná o plochu krajinné zeleně s vymezeným biokoridorem. ;proveditelný
2182;1478;Majetkový odbor;EMPTY;proveditelný
2183;1478;Odbor investiční;"Projekt je proveditelný s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit. Nutná koordinace s Investičním záměrem Brno, dostavba kmenové stoky EI:2.etapa Nová Mosilana – Táborská.
";proveditelný
2184;1478;MČ Brno-Černovice;Městská část souhlasí s realizací projektu.;proveditelný
2185;1480;Odbor životního prostředí;Záměr bude realizován na lesním pozemku, který je dle § 3 odst. 1 písm. b) zákona č. 114/1992 Sb., o ochraně přírody a krajiny, významným krajinným prvkem. Ten je chráněn před poškozováním a ničením a smí se využívat pouze tak, aby nebyla narušena jeho obnova a nedošlo k ohrožení či oslabení jeho ekologicko-stabilizační funkce. K danému záměru bude nutné vydání závazného stanoviska orgánu ochrany přírody, tj. Odboru životního prostředí Magistrátu města Brna, k zásahu do významného krajinného prvku dle § 4 odst. 2 zákona o ochraně přírody.;proveditelný
2186;1480;Odbor vodního a lesního hospodářství a zemědělství;Hřiště je navrženo na lesním pozemku v majetku města Brna a ve správě společnosti Lesy města Brna, a.s.;proveditelný
2187;1480;MČ Brno - sever;Městská část souhlasí s realizací projektu.;proveditelný
2188;1480;Majetkový odbor;;proveditelný
2189;1481;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2190;1482;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2191;1484;Odbor územního plánování a rozvoje;Parcely č. 2129 a 2130/1 v k.ú. Žebětín jsou územním plánem určeny pro bydlení. Komunitní zahrada je zde tedy přípustná pouze jako dočasné využití území. Náhradní parcely č. 2087/1, 2087/5 jsou vymezeny jako součást plochy pro dopravu, využití pro komunitní zahradu by bylo i v tomto případě možné pouze dočasně.;proveditelný
2192;1484;Majetkový odbor;;proveditelný
2193;1484;Odbor investiční;;proveditelný
2194;1484;MČ Brno - Žebětín;Městská část souhlasí s realizací projektu.;proveditelný
2195;1486;Odbor městské informatiky;;proveditelný
2196;1487;Majetkový odbor;Zastávky nejsou v majetku města.;neproveditelný
2197;1488;Odbor strategického rozvoje a spolupráce;Projekt AutoZávory Brno se úzce pojí s konceptem Smart city/ Chytré město. Odbor strategického rozvoje a spolupráce s tímto konceptem dlouhdobě pracuje a je obsažen také v městské strategii #brno2050. Projekt tudíž doporučujeme k realizaci. ;proveditelný
2198;1488;Odbor dopravy;;proveditelný
2199;1488;Brněnské komunikace, a.s.;;proveditelný
2200;1488;Odbor městské informatiky;;proveditelný
2201;1489;Odbor územního plánování a rozvoje;Objekt se nachází v rámci stabilizované plochy čistého bydlení. Součástí těchto ploch jsou i veřejná prostranství využitelná k této fuknci.;proveditelný
2202;1489;Majetkový odbor;;proveditelný
2203;1489;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
2204;1489;MČ Brno - Komín;Městská část souhlasí s realizací projektu.;proveditelný
2205;1490;Odbor územního plánování a rozvoje;Projekt je proveditelný, jedná se úpravu stávajícího stavu území, který je ale dočasný. Plocha je územním plánem dlohodobě určena pro veřejnou vybavenost v oblasti zdravotnictví. Je tedy nutné jej v tomto případě realizovat jako projekt dočasný.;proveditelný
2206;1490;Bytový odbor;EMPTY;proveditelný
2207;1490;MČ Brno - Královo pole;Městská část nesouhlasí s realizací projektu.;neproveditelný
2208;1490;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
2209;1491;Odbor strategického rozvoje a spolupráce;"Projekt je v rámci strategie #brno2050 v souladu s hodnotou Město s efektivní a udržitelnou mobilitou, kde se pojí s primárním cílem ""Zvýšit atraktivitu a využití udržitelných druhů dopravy, a snížit tak negativní dopady na život ve městě v kontextu celé BMO. Dále projekt naplňuje dílčí cíl ""Přistupovat k mobilitě jako ke službě"", prioritu C2 ""Rozvoj citylogistiky"" a konkrétní opatření C2.2 ""Podporovat inovativní řešení pro doručování na ""poslední míli"" např. využití cargo- elektrokola"".";proveditelný
2210;1491;Odbor dopravy;;proveditelný
2211;1491;MČ Brno - střed;Městská část souhlasí s realizací projektu.;proveditelný
2212;1493;Odbor územního plánování a rozvoje;Lokalita je územním plánem dlouhodobě určena k bydlení, tomu je třeba dočasné využití pozemku, které projekt navrhuje přizpůsobit.;proveditelný
2213;1493;Majetkový odbor;Doporučujeme důsledně dbát na dočasné využití pozemku.;proveditelný
2214;1493;Odbor investiční;;proveditelný
2215;1493;Bytový odbor;Pozemek je určen k bytové výstavbě, minimální doba udržitelnosti projektu je tři roky, minimálně po tuto dobu může být dočasně využíván k účelu dle návrhu projektu.;proveditelný
2216;1493;MČ Brno - Královo Pole;Městská část souhlasí s realizací projektu.;proveditelný
2217;1494;Odbor investiční;;proveditelný
2218;1494;Technické sítě Brno, a.s.;;proveditelný
2219;1494;MČ Brno - Nový Lískovec;Městská část souhlasí s realizací projektu.;proveditelný
2220;1495;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2221;1497;Majetkový odbor;;proveditelný
2222;1497;Odbor investiční;;proveditelný
2223;1497;Odbor zdraví;Při úpravách veřejných prostranství je nutné respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.), osazení vhodného značení, popř. mobiliáře. V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno.;proveditelný
2224;1497;MČ Brno - Slatina;Městká část souhlasí s realizací projektu.;proveditelný
2225;1498;Odbor školství, mládeže a tělovýchovy;Projekt je proveditelný, vzhledem k výši rozpočtu bych doporučoval udělat průzkum, jaké skupiny budou hřiště využívat a podle toho zvolil herní prvky (pro děti, mládež, seniory).  ;proveditelný
2226;1498;Kancelář participace;Projekt je stažen na základě žádosti navrhovatele.;neproveditelný
2227;1500;Odbor kultury;Projekt je proveditelný s tím, že je možné zakoupit jen takový počet knih, které odborné instituce zvládnou v rámci rozpočtu zpracovat.;proveditelný
2228;1501;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2229;1506;MČ Brno - střed;Městská část se v požadovaném termínu k projektu nevyjádřila.;neproveditelný
2230;1508;Odbor sociální péče;Projekt je proveditelný, při realizaci je nutné spolupracovat s Odborem sociální péče Magistrátu města Brna.;proveditelný
2231;1508;Odbor zdraví;Město Brno dlouhodobě podporuje projekty zaměřené na aktivní stárnutí, kam patří i podpora soběstačnosti a setrvání ve vlastním prostředí (bydlení). Vhodné je také zaměření se na vyhledávání osamělých seniorů, které je problematické.;proveditelný
2232;1726;Odbor památkové péče;Park Lužánky je kulturní památkou zahradního umění. Parkování mobilního (tj. že po zavírací době nezůstává fixováno na jednom místě, ale odjíždí) občerstvení na zpevněných plochách parku není apriorně vyloučeno, jeho přípustnost však podléhá posouzení prostřednictvím závazného stanoviska s ohledem na kapacitní možnosti a autentické hodnoty konkrétního místa. Konkrétní projektovou dokumentaci (podoba občerstvení, místo, napojení na elektřinu, vodu aj.) je třeba předem předložit OPP k závaznému stanovisku.;proveditelný
2233;1726;Majetkový odbor;;proveditelný
2234;1726;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
2235;1726;MČ Brno - střed;Městská část nesouhlasí s realizací projektu.;neproveditelný
2236;1731;Majetkový odbor;"Projekt na pozemku p. č. 588 k .ú. Komárov je z hlediska majetkových poměrů proveditelný. Je však nutné koordinovat ho s připravovanou investicí stavby ""Velodrom Brno-Komárov"".";proveditelný
2237;1731;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
2238;1731;Odbor sportu;Nesmí být omezena činnost fotbalového klubu Sparta, která probíhá na přilehlých pozemcích.;proveditelný
2239;1731;Odbor územního plánování a rozvoje;"Projekt by měl dle umístění zasahovat do plochy rekreační zeleně z hlediska územního plánu, kde jsou navrhované aktivity přípustné. Plochy rekreační zeleně umístění hřišť i rekreačních areálů umožňují. Dle informací Odboru územního plánování a rozvoje Magistrátu města Brna jsou v lokalitě jsou připravovány akce: ""Velodrom v lokalitě Brno - Komárov"" a ""BMX dráha TJ Favorit Brno – rozšíření zázemí bikrosového areálu Brno-Komárov"". Projekty je tedy třeba koordinovat.";proveditelný
2240;1731;MČ Brno - jih;Městská část nesouhlasí s realizací projektu.;neproveditelný
2241;1732;Majetkový odbor;;proveditelný
2242;1732;Odbor investiční;;proveditelný
2243;1732;Odbor implementace evropských fondů;;proveditelný
2244;1732;Odbor sportu;;proveditelný
2245;1732;MČ Brno - Bystrc;Městská část nesouhlasí s realizací projektu.;neproveditelný
2246;1734;Majetkový odbor;;proveditelný
2247;1734;Odbor kultury;;proveditelný
2248;1734;Odbor územního plánování a rozvoje;;proveditelný
2249;1734;Odbor investiční;;proveditelný
2250;1734;Odbor památkové péče;;proveditelný
2251;1734;MČ Brno - střed;Městská část nesouhlasí s realizací projektu.;neproveditelný
2252;1735;Odbor územního plánování a rozvoje;;proveditelný
2253;1735;Majetkový odbor;;proveditelný
2254;1735;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
2255;1735;Odbor sportu;;proveditelný
2256;1735;MČ Brno - Žebětín;Městská část souhlasí s realizací projektu a s uhrazením finančních prostředků na tříletou správu a udržitelnost projektu.;proveditelný
2257;1736;Majetkový odbor;;proveditelný
2258;1736;Odbor investiční;;proveditelný
2259;1736;Odbor dopravy;;proveditelný
2260;1736;Odbor zdraví;Při úpravách veřejných prostranství je nutné respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.). V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také výběr a osazení vhodného mobiliáře.;proveditelný
2261;1736;MČ Brno - Kníničky;Městská část souhlasí s realizací projektu.;proveditelný
2262;1738;Odbor památkové péče;Městský park Tyršův sad je kulturní památkou zahradního umění s řadou cenných a dendrologicky významných jedinců. Zamýšlené umístění nájezdové rampy vedle stávajícího schodiště z ulice Botanické by vzhledem k faktickému převýšení  v tomto místě znamenalo prolomení vstupu hluboko do nitra parku, tedy nežádoucí zásah do autenticity vzhledu památky a do původního trasování. Park je bezbariérově přístupný z ulice Kounicovy. ;neproveditelný
2263;1738;Odbor životního prostředí;Stávající bezbariérový přístup do nemovité kulturní památky parku Tyršův sad je zajištěn vstupem z ulice Kounicova. Schodiště u vstupu z ulice Botanická má průchozí šířku 130 cm a není v dobrém technickém stavu a vyžaduje opravu včetně opěrných zídek. Varianta umístění nájezdů na schodiště vytvoří na schodišti neočekávanou překážku, která by mohla ohrozit bezpečnost návštěvníků (park je koncipován i pro zrakově postižené návštěvníky).;neproveditelný
2264;1738;Odbor zdraví;Z pohledu bezbariérového užívání staveb, ližiny ani jiné mobilní nájezdy položené na schodišti, nevyhovují požadavkům Vyhlášky MMR ČR č. 398/2009 Sb. o obecných technických požadavcích zabezpečujících bezbariérové užívání staveb, zejména s ohledem na podélný sklon, který může být max. 8,33% pro chodník a 12,5% v délce max. 3 m pro bezbariérovou rampu u změny stavby. Bezbariérový přístup do parku je v tomto případě zajištěn a to přístupem z ulice Kounicova.;neproveditelný
2265;1739;Odbor územního plánování a rozvoje;Projekt je realizovatelný pouze za podmínky, že se bude jednat o instalaci prvků městského mobiliáře, které nepodléhají posouzení z hlediska územního plánu, nikoli stavbu. Jedná se totiž o plochu městské zeleně, kde je využití území omezeno ochranným režimem vymezeného biocentra územního systému ekologické stability.;proveditelný
2266;1739;Majetkový odbor;Koordinovat s připravovanými protipovodňovými opatřeními.;proveditelný
2267;1739;Odbor investiční;"Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit. V blízkosti dané lokality se nachází investiční záměr ""Realizace PPO města Brna - etapa IX, X, XI"" a dále zde bude probíhat stavba v rámci ""souboru staveb  ŽUB"" (železniční uzel Brno).";proveditelný
2268;1739;Odbor sportu;;proveditelný
2269;1739;Odbor vodního a lesního hospodářství a zemědělství;Projekt se nachází v záplavovém území významného vodního toku řeky Svratky, je nutné ho koordinovat s navrženými protipovodňovými opatřeními.;proveditelný
2270;1739;MČ Brno - střed;Městská část souhlasí s realizací projektu.;proveditelný
2271;1741;Majetkový odbor;;proveditelný
2272;1741;Odbor územního plánování a rozvoje;V plochách městské zeleně rekreační jsou jednotlivé stavby veřejného stravování přípustné, pokud slouží široké veřejnosti a mají pouze doplňkovou funkci k funkci rekreační.;proveditelný
2273;1741;Odbor investiční;;proveditelný
2274;1741;Odbor zdraví;Při úpravách veřejných prostranství je potřeba respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.) a v rámci možností se je pokusit realizovat, zde zejména s ohledem na přístup, využití služeb popř. vybudování bezbariérového WC (využití nejen pro osoby s pohybovým znevýhodněním, ale také maminky s kočárky apod.). V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem RMB pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také výběr a osazení vhodného mobiliáře.;proveditelný
2275;1741;MČ Brno - Líšeň;Městská část souhlasí s realizací projektu a s uhrazením finančních prostředků na tříletou správu a udržitelnost projektu.;proveditelný
2276;1744;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
2277;1744;Odbor územního plánování a rozvoje;;proveditelný
2278;1744;Majetkový odbor;;proveditelný
2279;1744;MČ Brno - Židenice;Městská část souhlasí s realizací projektu a s uhrazením finančních prostředků na tříletou správu a udržitelnost projektu.;proveditelný
2280;1745;Majetkový odbor;Podle zákresu do mapového podkladu je cyklotrasa vedena ulicemi v k.ú. Žabovřesky (Stránského, Haasova, Fanderlíkova, Slezská, Marie Steyskalové, Sirotkova a Žižkova-část), v k.ú. Veveří (Žižkova-část, Resslova, Konečného nám., Jiráskova, Gorkého, Bratří Čapků, Jaselská a Údolní) a v k.ú. Město Brno (Marešova, Komenského nám. a Joštova). Kromě účelové komunikace ve Wilsonově lese (správa Veřejná zeleň města Brna, p.o.) se jedná o místní komunikace ve správě spol. Brněnské komunikace, a.s.;proveditelný
2281;1745;Odbor dopravy;"Pro danou lokalitu je zpracována projektová dokumentace prověřovací studie ""CS Svratecká-Stránského"", která řeší cyklistické propojené předmětné lokality.";neproveditelný
2282;1745;Odbor investiční;;proveditelný
2283;1745;Odbor zdraví;V případě, že se bude jednat o smíšenou stezku (cyklo/pěší) je při projektování a realizaci nutno respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.). V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také případný výběr a osazení vhodného mobiliáře.;proveditelný
2284;1745;Odbor sportu;;proveditelný
2285;1745;MČ Brno - Žabovřesky;Městská část nesouhlasí s realizací projektu.;neproveditelný
2286;1745;MČ Brno - střed;Městská část souhlasí s realizací projektu.;proveditelný
2287;1746;Odbor dopravy;;proveditelný
2288;1746;Odbor strategického rozvoje a spolupráce;;proveditelný
2289;1746;MČ Brno - střed;Městská část souhlasí s realizací projektu.;proveditelný
2290;1747;Odbor strategického rozvoje a spolupráce;"Navrhovaný projektový záměr se ve Strategií #brno2050 pojí s hodnotou Kulturní město v prioritě ""Podporovat kulturu a kreativní odvětví jako nástroj městského rozvoje"" a dílčími cíli  ""Zajistit kulturu vyžadovanou, dostupnou a tmelící"". Projekt lze doporučit k realizaci.
 ";proveditelný
2291;1747;Kancelář marketingu a cestovního ruchu;;proveditelný
2292;1750;Majetkový odbor;;proveditelný
2293;1750;Odbor investiční;;proveditelný
2294;1750;MČ Brno - střed;Městská část souhlasí s realizací projektu.;proveditelný
2295;1751;Majetkový odbor;;proveditelný
2296;1751;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
2297;1751;Odbor zdraví;Při úpravách veřejných prostranství je potřeba respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.) a v rámci možností se je pokusit realizovat. V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také výběr a osazení vhodného mobiliáře.;proveditelný
2298;1751;MČ Brno - Vinohrady;Městská část nesouhlasí s realizací projektu.;neproveditelný
2299;1753;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2300;1754;Majetkový odbor;;proveditelný
2301;1754;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
2302;1754;Odbor sportu;;proveditelný
2303;1754;MČ Brno - sever;Městská část souhlasí s realizací projektu.;proveditelný
2304;1755;Majetkový odbor;;proveditelný
2305;1755;Odbor dopravy;;proveditelný
2306;1755;MČ Brno - Židenice;Městská část souhlasí s realizací projektu.;proveditelný
2307;1756;Majetkový odbor;;proveditelný
2308;1756;Odbor investiční;;proveditelný
2309;1756;Odbor územního plánování a rozvoje;Projekt je cílen na úpravu povrchů a sadové úpravy, tedy úpravy konkrétního veřejného prostranství. Záměr je tedy v podrobnosti, která pravděpodobně nebude vyžadovat stanovisko Odboru územního plánování a rozvoje. ;proveditelný
2310;1756;MČ Brno - sever;Městská část souhlasí s realizací projektu.;proveditelný
2311;1756;Odbor dopravy;;proveditelný
2312;1757;Odbor památkové péče;;proveditelný
2313;1757;Odbor městské informatiky;;proveditelný
2314;1758;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2315;1759;missing assessment of feasibility;missing assessment of feasibility;missing assessment of feasibility
2316;1767;Odbor územního plánování a rozvoje;Proveditelné na pozemcích p.č. 156/118 a 98/2 v k.ú. Sadová. Na pozemku p.č. 156/118 je realizace workoutového hřiště možná ve stavební návrhové ploše bydlení. Plochy čistého bydlení umožňují umístění staveb pro sportovní účely, za podmínek, že frekvence jejich využívání nenaruší obytnou pohodu v lokalitě. Na pozemku p.č. 98/2 se nachází stabilizovaná plocha čistého bydlení a projekt je proveditelný za obdobných podmínek. Pro obě lokality platí, že záměr musí být v souladu s charakterem lokality. Pozemek p.č. 923/1 v k.ú. Sadová je součástí ploch pro individuální rekreaci na zemědělském půdním fondu. Na základě obecného regulativu lze připustit veřejné prostranství s doplňkovou funkcí hřiště (workoutu) i v této ploše, avšak s ohledem na to, že se nachází na zemědělské půdě. Je tedy třeba vytvořit projekt spíše přírodního charakteru bez zpevněných nepropustných dopadových plocha apod.;proveditelný
2317;1767;Majetkový odbor;Na pozemku p.č. 156/118 bude vybudováno dětské hřiště investorem probíhající bytové výstavby po jejím ukončení.;neproveditelný
2318;1767;Odbor životního prostředí;;proveditelný
2319;1767;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
2320;1767;Odbor zdraví;Při úpravách veřejných prostranství je nutné respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.). V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také výběr a osazení vhodného mobiliáře.;proveditelný
2321;1767;Odbor dopravy;Z hlediska koncepce dopravy požadujeme, aby bylo workoutové hřiště umístěno (pozemek p.č. 156/118, k.ú. Sadová) v ploše bydlení, mimo plochu komunikací a prostranství místního významu.;proveditelný
2322;1767;Odbor sportu;S projektem souhlasíme a podporujeme ho. Doporučujeme pouze důsledně dořešit otázku provozovatele hřiště, návštěvní řád a úklid. Tzn. kdo bude odpovědný za stav hřiště, aby bylo provozuschopné a bezpečné. ;proveditelný
2323;1767;MČ Brno - Královo Pole;Městská část souhlasí s realizací projektu pouze na pozemku 156/118.;proveditelný
2324;1772;Odbor památkové péče;"Park Lužánky je kulturní památkou, možnosti umístění utilitárních košů jsou omezeny na okrajové části parku do oblastí G.1, E.1 nebo F.1 dle metodiky ""Vymezení limitů pro pořádání kulturních, sportovních a jiných společenských akcí v parku Lužánky"" Citované části parku byly již částečně přeměněny, u ostatních částí zůstává zachována autenticita parku jako památky zahradního umění. Případné doplňkové úpravy, konkrétní podobu mobiliáře a konkrétní umístění doporučujeme předem konzultovat s Veřejnou zelení města Brna, která park spravuje. Ke              stažení: https://www.brno.cz/fileadmin/user_upload/sprava_mesta/magistrat_mesta_brna/OPP/Vymezeni_limitu_pro_park_Luzanky_2019_05_22.pdf ";proveditelný
2325;1772;Majetkový odbor;;proveditelný
2326;1772;Odbor životního prostředí;;proveditelný
2327;1772;Odbor investiční;;proveditelný
2328;1772;Odbor zdraví;Při úpravách veřejných prostranství je nutné respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.). V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem RMB pro bezbariérové Brno, jak ve fázi přípravy, tak i během realizace a současně konzultovat výběr vhodného mobiliáře a zejména jeho umístění.;proveditelný
2329;1772;Odbor implementace evropských fondů;Umístění košů na tříděný odpad v Parku Lužánky nezasahuje do městem realizovaného projektu spolufinancovaného z evropských nebo národních dotací.;proveditelný
2330;1772;MČ Brno - střed;Městská část nesouhlasí s realizaci projektu.;neproveditelný
2331;1775;Odbor územního plánování a rozvoje;Záměr se nachází v ploše rekreační zeleně, které zahrnují zejména rekreační areály a hřiště. Návrhové plochy zeleně umožňují dočasné využití existujících objektů a volných ploch pro funkci, která nebude v rozporu s funkčním využitím okolních ploch.;proveditelný
2332;1775;Majetkový odbor;;posouzení probíhá
2333;1775;Odbor investiční;;posouzení probíhá
2334;1775;Odbor zdraví;Při úpravách veřejných prostranství je potřeba respektovat požadavky na bezbariérové užívání (vyhláška 398/2009 Sb.). V případě realizace doporučujeme projekt dále konzultovat s Poradním sborem Rady města Brna pro bezbariérové Brno, jak ve fázi přípravy a projektování, tak i během realizace, současně konzultovat také výběr a osazení vhodného mobiliáře.;proveditelný
2335;1775;MČ Brno - Komín;;posouzení probíhá
2336;1777;Majetkový odbor;Pozemky jsou navrženy pro rozšíření dálnice D1. V katastru nemovitostí je k nim vyznačeno Předkupní právo podle § 101 zákona č. 183/2006 Sb. (veřejně prospěšná stavba VPS B/4) ve prospěch Ředitelství silnic a dálnic ČR.;neproveditelný
2337;1777;Odbor životního prostředí;;proveditelný
2338;1777;Odbor vodního a lesního hospodářství a zemědělství;;proveditelný
2339;1779;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
2340;1779;Odbor sportu;S projektem souhlasíme a významně ho podporujeme. Doporučujeme bezodkladně řešit technickou specifikaci montáže stěn v bazénové vaně 50 metrového bazénu (uchycení, uskladnění atd.). V roce 2022 a v příštím roce bude 50m bazén podroben rozsáhlé rekonstrukci, jejíž součástí bude předláždění bazénové vany. Administrátorem této opravy je provozovatel Městského plaveckého bazénu Lužánky městská společnost STAREZ - SPORT, a.s.;proveditelný
2341;1779;MČ Brno - Královo Pole;Městská část souhlasí s realizací projektu, nesouhlasí se správou projektu po uplynutí tříleté doby udržitelnosti. Městská část doporučuje svěřit správu projektu společnosti STAREZ-SPORT, a. s.;proveditelný
2342;1780;Odbor územního plánování a rozvoje;Dle územního plánu je pozemek p.č. 2578/1 součástí plochy krajinné zeleně rekreační. Slouží k pobytu, oddechu a rekreaci v přírodě. Přípustné jsou zde hřiště a rekreační louky a drobná architektura v souladu s touto funkcí. Dále se jedná o pozemek mimo zastavěné území, kde § 18 odst. 5 stavebního zákona připouští umístění takových opatření a staveb, které zlepší podmínky jeho využití pro účely rekreace, a to v souladu s jeho charakterem. Projekt je tedy proveditelný za předpokladu splnění těchto podmínek. Upozorňujeme, že limitem využití území je zde stanovené záplavové území a aktivní zóna záplavového území, umístění staveb a zařízení je zde tedy možné pouze se souhlasem příslušného vodoprávního orgánu.;proveditelný
2343;1780;Majetkový odbor;"Na pozemku p.č. 2578/1 v k.ú. Bosonohy je projekt je z pohledu majetkových poměrů proveditelný. Je situován na stejný pozemek, na kterém se má realizovat vítězný projekt PaRo z roku 2020 s názvem ""Sportovně - relaxační lesní zóna"".";proveditelný
2344;1780;Odbor životního prostředí;Pozemek č. 2578/1 k.ú. Bosonohy je veden jako trvalý travní porost.;proveditelný
2345;1780;Odbor investiční;Proveditelné s podmínkou, že návrh, co do rozsahu, bude respektovat daný finanční limit.;proveditelný
